plan_id,production_date,line_id,model_id,shift,planned_quantity
P001241,2026-03-19,L005,M005,白班,55
P001242,2026-03-19,L005,M005,夜班,54
P001243,2026-03-19,L006,M006,白班,54
P001244,2026-03-19,L006,M005,夜班,52
P001245,2026-03-19,L007,M008,白班,52
P001246,2026-03-19,L007,M008,夜班,48
P001247,2026-03-19,L008,M004,白班,73
P001248,2026-03-19,L008,M004,夜班,71
P001249,2026-03-20,L001,M002,白班,78
P001250,2026-03-20,L001,M002,夜班,93
P001251,2026-03-20,L002,M003,白班,83
P001252,2026-03-20,L002,M004,夜班,79
P001253,2026-03-20,L003,M003,白班,72
P001254,2026-03-20,L003,M004,夜班,76
P001255,2026-03-20,L004,M001,白班,69
P001256,2026-03-20,L004,M002,夜班,68
P001257,2026-03-20,L005,M006,白班,57
P001258,2026-03-20,L005,M005,夜班,56
P001259,2026-03-20,L006,M006,白班,58
P001260,2026-03-20,L006,M006,夜班,59
P001261,2026-03-20,L007,M007,白班,46
P001262,2026-03-20,L007,M007,夜班,44
P001263,2026-03-20,L008,M008,白班,87
P001264,2026-03-20,L008,M008,夜班,73
P001265,2026-03-21,L001,M002,白班,77
P001266,2026-03-21,L001,M002,夜班,86
P001267,2026-03-21,L002,M004,白班,66
P001268,2026-03-21,L002,M004,夜班,64
P001269,2026-03-21,L003,M003,白班,64
P001270,2026-03-21,L003,M003,夜班,72
P001271,2026-03-21,L004,M002,白班,58
P001272,2026-03-21,L004,M002,夜班,67
P001273,2026-03-21,L005,M006,白班,55
P001274,2026-03-21,L005,M006,夜班,49
P001275,2026-03-21,L006,M005,白班,53
P001276,2026-03-21,L006,M006,夜班,49
P001277,2026-03-21,L007,M007,白班,44
P001278,2026-03-21,L007,M008,夜班,43
P001279,2026-03-21,L008,M004,白班,74
P001280,2026-03-21,L008,M006,夜班,78
P001281,2026-03-22,L001,M002,白班,62
P001282,2026-03-22,L001,M002,夜班,67
P001283,2026-03-22,L002,M004,白班,51
P001284,2026-03-22,L002,M004,夜班,53
P001285,2026-03-22,L003,M004,白班,48
P001286,2026-03-22,L003,M003,夜班,53
P001287,2026-03-22,L004,M002,白班,48
P001288,2026-03-22,L004,M001,夜班,50
P001289,2026-03-22,L005,M005,白班,38
P001290,2026-03-22,L005,M005,夜班,44
P001291,2026-03-22,L006,M005,白班,36
P001292,2026-03-22,L006,M005,夜班,35
P001293,2026-03-22,L007,M008,白班,38
P001294,2026-03-22,L007,M008,夜班,37
P001295,2026-03-22,L008,M004,白班,55
P001296,2026-03-22,L008,M001,夜班,53
P001297,2026-03-23,L001,M002,白班,90
P001298,2026-03-23,L001,M002,夜班,78
P001299,2026-03-23,L002,M003,白班,69
P001300,2026-03-23,L002,M003,夜班,77
P001301,2026-03-23,L003,M004,白班,64
P001302,2026-03-23,L003,M004,夜班,72
P001303,2026-03-23,L004,M002,白班,69
P001304,2026-03-23,L004,M001,夜班,75
P001305,2026-03-23,L005,M006,白班,62
P001306,2026-03-23,L005,M006,夜班,61
P001307,2026-03-23,L006,M006,白班,49
P001308,2026-03-23,L006,M006,夜班,54
P001309,2026-03-23,L007,M008,白班,45
P001310,2026-03-23,L007,M008,夜班,50
P001311,2026-03-23,L008,M001,白班,80
P001312,2026-03-23,L008,M002,夜班,86
P001313,2026-03-24,L001,M001,白班,86
P001314,2026-03-24,L001,M002,夜班,98
P001315,2026-03-24,L002,M003,白班,69
P001316,2026-03-24,L002,M004,夜班,79
P001317,2026-03-24,L003,M003,白班,80
P001318,2026-03-24,L003,M003,夜班,72
P001319,2026-03-24,L004,M001,白班,66
P001320,2026-03-24,L004,M001,夜班,60
P001321,2026-03-24,L005,M005,白班,55
P001322,2026-03-24,L005,M005,夜班,51
P001323,2026-03-24,L006,M005,白班,57
P001324,2026-03-24,L006,M005,夜班,54
P001325,2026-03-24,L007,M008,白班,55
P001326,2026-03-24,L007,M007,夜班,44
P001327,2026-03-24,L008,M006,白班,79
P001328,2026-03-24,L008,M001,夜班,72
P001329,2026-03-25,L001,M001,白班,79
P001330,2026-03-25,L001,M001,夜班,93
P001331,2026-03-25,L002,M003,白班,86
P001332,2026-03-25,L002,M004,夜班,80
P001333,2026-03-25,L003,M004,白班,78
P001334,2026-03-25,L003,M003,夜班,76
P001335,2026-03-25,L004,M002,白班,70
P001336,2026-03-25,L004,M002,夜班,60
P001337,2026-03-25,L005,M006,白班,60
P001338,2026-03-25,L005,M005,夜班,62
P001339,2026-03-25,L006,M006,白班,61
P001340,2026-03-25,L006,M005,夜班,48
P001341,2026-03-25,L007,M007,白班,47
P001342,2026-03-25,L007,M008,夜班,44
P001343,2026-03-25,L008,M007,白班,77
P001344,2026-03-25,L008,M003,夜班,76
P001345,2026-03-26,L001,M001,白班,95
P001346,2026-03-26,L001,M002,夜班,89
P001347,2026-03-26,L002,M003,白班,81
P001348,2026-03-26,L002,M004,夜班,85
P001349,2026-03-26,L003,M004,白班,64
P001350,2026-03-26,L003,M004,夜班,66
P001351,2026-03-26,L004,M002,白班,67
P001352,2026-03-26,L004,M001,夜班,66
P001353,2026-03-26,L005,M006,白班,56
P001354,2026-03-26,L005,M006,夜班,52
P001355,2026-03-26,L006,M005,白班,55
P001356,2026-03-26,L006,M006,夜班,56
P001357,2026-03-26,L007,M007,白班,46
P001358,2026-03-26,L007,M008,夜班,49
P001359,2026-03-26,L008,M008,白班,73
P001360,2026-03-26,L008,M008,夜班,81
P001361,2026-03-27,L001,M001,白班,87
P001362,2026-03-27,L001,M001,夜班,81
P001363,2026-03-27,L002,M004,白班,86
P001364,2026-03-27,L002,M004,夜班,82
P001365,2026-03-27,L003,M003,白班,79
P001366,2026-03-27,L003,M004,夜班,74
P001367,2026-03-27,L004,M002,白班,75
P001368,2026-03-27,L004,M001,夜班,73
P001369,2026-03-27,L005,M005,白班,56
P001370,2026-03-27,L005,M006,夜班,53
P001371,2026-03-27,L006,M005,白班,51
P001372,2026-03-27,L006,M006,夜班,54
P001373,2026-03-27,L007,M007,白班,54
P001374,2026-03-27,L007,M008,夜班,47
P001375,2026-03-27,L008,M002,白班,71
P001376,2026-03-27,L008,M002,夜班,70
P001377,2026-03-28,L001,M002,白班,76
P001378,2026-03-28,L001,M001,夜班,72
P001379,2026-03-28,L002,M004,白班,68
P001380,2026-03-28,L002,M004,夜班,64
P001381,2026-03-28,L003,M003,白班,61
P001382,2026-03-28,L003,M004,夜班,63
P001383,2026-03-28,L004,M001,白班,59
P001384,2026-03-28,L004,M002,夜班,56
P001385,2026-03-28,L005,M006,白班,52
P001386,2026-03-28,L005,M006,夜班,50
P001387,2026-03-28,L006,M006,白班,50
P001388,2026-03-28,L006,M006,夜班,51
P001389,2026-03-28,L007,M007,白班,40
P001390,2026-03-28,L007,M007,夜班,48
P001391,2026-03-28,L008,M006,白班,78
P001392,2026-03-28,L008,M005,夜班,64
P001393,2026-03-29,L001,M001,白班,60
P001394,2026-03-29,L001,M001,夜班,62
P001395,2026-03-29,L002,M004,白班,49
P001396,2026-03-29,L002,M004,夜班,51
P001397,2026-03-29,L003,M004,白班,55
P001398,2026-03-29,L003,M003,夜班,56
P001399,2026-03-29,L004,M001,白班,46
P001400,2026-03-29,L004,M002,夜班,44
P001401,2026-03-29,L005,M005,白班,38
P001402,2026-03-29,L005,M006,夜班,37
P001403,2026-03-29,L006,M005,白班,41
P001404,2026-03-29,L006,M006,夜班,34
P001405,2026-03-29,L007,M007,白班,37
P001406,2026-03-29,L007,M008,夜班,38
P001407,2026-03-29,L008,M004,白班,61
P001408,2026-03-29,L008,M001,夜班,50
P001409,2026-03-30,L001,M001,白班,86
P001410,2026-03-30,L001,M001,夜班,97
P001411,2026-03-30,L002,M003,白班,87
P001412,2026-03-30,L002,M004,夜班,83
P001413,2026-03-30,L003,M003,白班,66
P001414,2026-03-30,L003,M004,夜班,69
P001415,2026-03-30,L004,M001,白班,72
P001416,2026-03-30,L004,M002,夜班,74
P001417,2026-03-30,L005,M005,白班,59
P001418,2026-03-30,L005,M006,夜班,64
P001419,2026-03-30,L006,M005,白班,50
P001420,2026-03-30,L006,M006,夜班,51
P001421,2026-03-30,L007,M008,白班,44
P001422,2026-03-30,L007,M007,夜班,48
P001423,2026-03-30,L008,M002,白班,81
P001424,2026-03-30,L008,M001,夜班,86
P001425,2026-03-31,L001,M002,白班,96
P001426,2026-03-31,L001,M002,夜班,98
P001427,2026-03-31,L002,M004,白班,70
P001428,2026-03-31,L002,M004,夜班,76
P001429,2026-03-31,L003,M003,白班,80
P001430,2026-03-31,L003,M003,夜班,71
P001431,2026-03-31,L004,M001,白班,74
P001432,2026-03-31,L004,M001,夜班,70
P001433,2026-03-31,L005,M005,白班,54
P001434,2026-03-31,L005,M006,夜班,56
P001435,2026-03-31,L006,M006,白班,49
P001436,2026-03-31,L006,M005,夜班,51
P001437,2026-03-31,L007,M007,白班,49
P001438,2026-03-31,L007,M008,夜班,52
P001439,2026-03-31,L008,M006,白班,84
P001440,2026-03-31,L008,M006,夜班,78
P001441,2026-04-01,L001,M002,白班,88
P001442,2026-04-01,L001,M001,夜班,81
P001443,2026-04-01,L002,M004,白班,74
P001444,2026-04-01,L002,M004,夜班,70
P001445,2026-04-01,L003,M004,白班,68
P001446,2026-04-01,L003,M003,夜班,66
P001447,2026-04-01,L004,M001,白班,60
P001448,2026-04-01,L004,M002,夜班,69
P001449,2026-04-01,L005,M005,白班,60
P001450,2026-04-01,L005,M005,夜班,54
P001451,2026-04-01,L006,M006,白班,48
P001452,2026-04-01,L006,M006,夜班,53
P001453,2026-04-01,L007,M008,白班,51
P001454,2026-04-01,L007,M008,夜班,54
P001455,2026-04-01,L008,M001,白班,82
P001456,2026-04-01,L008,M006,夜班,74
P001457,2026-04-02,L001,M002,白班,79
P001458,2026-04-02,L001,M002,夜班,80
P001459,2026-04-02,L002,M003,白班,82
P001460,2026-04-02,L002,M003,夜班,69
P001461,2026-04-02,L003,M004,白班,74
P001462,2026-04-02,L003,M004,夜班,64
P001463,2026-04-02,L004,M002,白班,67
P001464,2026-04-02,L004,M002,夜班,71
P001465,2026-04-02,L005,M006,白班,56
P001466,2026-04-02,L005,M005,夜班,60
P001467,2026-04-02,L006,M006,白班,59
P001468,2026-04-02,L006,M006,夜班,51
P001469,2026-04-02,L007,M008,白班,51
P001470,2026-04-02,L007,M007,夜班,46
P001471,2026-04-02,L008,M001,白班,86
P001472,2026-04-02,L008,M008,夜班,83
P001473,2026-04-03,L001,M001,白班,86
P001474,2026-04-03,L001,M002,夜班,85
P001475,2026-04-03,L002,M004,白班,73
P001476,2026-04-03,L002,M004,夜班,75
P001477,2026-04-03,L003,M003,白班,65
P001478,2026-04-03,L003,M003,夜班,72
P001479,2026-04-03,L004,M002,白班,64
P001480,2026-04-03,L004,M001,夜班,69
P001481,2026-04-03,L005,M005,白班,57
P001482,2026-04-03,L005,M006,夜班,61
P001483,2026-04-03,L006,M006,白班,49
P001484,2026-04-03,L006,M006,夜班,50
P001485,2026-04-03,L007,M007,白班,54
P001486,2026-04-03,L007,M007,夜班,50
P001487,2026-04-03,L008,M005,白班,70
P001488,2026-04-03,L008,M003,夜班,86
P001489,2026-04-04,L001,M002,白班,81
P001490,2026-04-04,L001,M001,夜班,74
P001491,2026-04-04,L002,M003,白班,62
P001492,2026-04-04,L002,M004,夜班,71
P001493,2026-04-04,L003,M003,白班,64
P001494,2026-04-04,L003,M003,夜班,69
P001495,2026-04-04,L004,M001,白班,61
P001496,2026-04-04,L004,M001,夜班,58
P001497,2026-04-04,L005,M005,白班,51
P001498,2026-04-04,L005,M006,夜班,51
P001499,2026-04-04,L006,M005,白班,44
P001500,2026-04-04,L006,M005,夜班,54
P001501,2026-04-04,L007,M007,白班,42
P001502,2026-04-04,L007,M007,夜班,44
P001503,2026-04-04,L008,M007,白班,66
P001504,2026-04-04,L008,M003,夜班,68
P001505,2026-04-05,L001,M001,白班,69
P001506,2026-04-05,L001,M001,夜班,62
P001507,2026-04-05,L002,M003,白班,49
P001508,2026-04-05,L002,M003,夜班,59
P001509,2026-04-05,L003,M003,白班,45
P001510,2026-04-05,L003,M004,夜班,48
P001511,2026-04-05,L004,M001,白班,46
P001512,2026-04-05,L004,M002,夜班,42
P001513,2026-04-05,L005,M006,白班,37
P001514,2026-04-05,L005,M005,夜班,42
P001515,2026-04-05,L006,M006,白班,40
P001516,2026-04-05,L006,M005,夜班,42
P001517,2026-04-05,L007,M008,白班,37
P001518,2026-04-05,L007,M008,夜班,35
P001519,2026-04-05,L008,M005,白班,51
P001520,2026-04-05,L008,M004,夜班,60
P001521,2026-04-06,L001,M002,白班,79
P001522,2026-04-06,L001,M001,夜班,89
P001523,2026-04-06,L002,M004,白班,82
P001524,2026-04-06,L002,M004,夜班,72
P001525,2026-04-06,L003,M004,白班,75
P001526,2026-04-06,L003,M003,夜班,70
P001527,2026-04-06,L004,M002,白班,63
P001528,2026-04-06,L004,M002,夜班,63
P001529,2026-04-06,L005,M005,白班,57
P001530,2026-04-06,L005,M005,夜班,52
P001531,2026-04-06,L006,M006,白班,49
P001532,2026-04-06,L006,M006,夜班,58
P001533,2026-04-06,L007,M007,白班,47
P001534,2026-04-06,L007,M008,夜班,46
P001535,2026-04-06,L008,M008,白班,78
P001536,2026-04-06,L008,M001,夜班,82
P001537,2026-04-07,L001,M002,白班,98
P001538,2026-04-07,L001,M001,夜班,96
P001539,2026-04-07,L002,M004,白班,76
P001540,2026-04-07,L002,M004,夜班,83
P001541,2026-04-07,L003,M004,白班,67
P001542,2026-04-07,L003,M003,夜班,70
P001543,2026-04-07,L004,M002,白班,68
P001544,2026-04-07,L004,M001,夜班,67
P001545,2026-04-07,L005,M005,白班,55
P001546,2026-04-07,L005,M005,夜班,58
P001547,2026-04-07,L006,M006,白班,58
P001548,2026-04-07,L006,M006,夜班,58
P001549,2026-04-07,L007,M008,白班,49
P001550,2026-04-07,L007,M007,夜班,51
P001551,2026-04-07,L008,M003,白班,84
P001552,2026-04-07,L008,M002,夜班,78
P001553,2026-04-08,L001,M002,白班,80
P001554,2026-04-08,L001,M002,夜班,78
P001555,2026-04-08,L002,M004,白班,77
P001556,2026-04-08,L002,M003,夜班,72
P001557,2026-04-08,L003,M003,白班,77
P001558,2026-04-08,L003,M004,夜班,68
P001559,2026-04-08,L004,M001,白班,72
P001560,2026-04-08,L004,M002,夜班,71
P001561,2026-04-08,L005,M006,白班,55
P001562,2026-04-08,L005,M005,夜班,54
P001563,2026-04-08,L006,M005,白班,60
P001564,2026-04-08,L006,M006,夜班,58
P001565,2026-04-08,L007,M007,白班,48
P001566,2026-04-08,L007,M008,夜班,43
P001567,2026-04-08,L008,M001,白班,74
P001568,2026-04-08,L008,M001,夜班,75
P001569,2026-04-09,L001,M001,白班,96
P001570,2026-04-09,L001,M001,夜班,99
P001571,2026-04-09,L002,M003,白班,85
P001572,2026-04-09,L002,M003,夜班,75
P001573,2026-04-09,L003,M004,白班,80
P001574,2026-04-09,L003,M003,夜班,69
P001575,2026-04-09,L004,M002,白班,67
P001576,2026-04-09,L004,M001,夜班,66
P001577,2026-04-09,L005,M005,白班,61
P001578,2026-04-09,L005,M005,夜班,50
P001579,2026-04-09,L006,M005,白班,60
P001580,2026-04-09,L006,M005,夜班,49
P001581,2026-04-09,L007,M008,白班,52
P001582,2026-04-09,L007,M007,夜班,49
P001583,2026-04-09,L008,M005,白班,84
P001584,2026-04-09,L008,M002,夜班,71
P001585,2026-04-10,L001,M001,白班,94
P001586,2026-04-10,L001,M001,夜班,90
P001587,2026-04-10,L002,M004,白班,69
P001588,2026-04-10,L002,M003,夜班,70
P001589,2026-04-10,L003,M004,白班,77
P001590,2026-04-10,L003,M004,夜班,73
P001591,2026-04-10,L004,M001,白班,63
P001592,2026-04-10,L004,M001,夜班,64
P001593,2026-04-10,L005,M006,白班,64
P001594,2026-04-10,L005,M005,夜班,58
P001595,2026-04-10,L006,M006,白班,51
P001596,2026-04-10,L006,M005,夜班,55
P001597,2026-04-10,L007,M007,白班,52
P001598,2026-04-10,L007,M007,夜班,55
P001599,2026-04-10,L008,M008,白班,76
P001600,2026-04-10,L008,M001,夜班,79
P001601,2026-04-11,L001,M002,白班,70
P001602,2026-04-11,L001,M001,夜班,86
P001603,2026-04-11,L002,M003,白班,76
P001604,2026-04-11,L002,M004,夜班,69
P001605,2026-04-11,L003,M004,白班,58
P001606,2026-04-11,L003,M003,夜班,63
P001607,2026-04-11,L004,M001,白班,66
P001608,2026-04-11,L004,M001,夜班,62
P001609,2026-04-11,L005,M005,白班,53
P001610,2026-04-11,L005,M006,夜班,47
P001611,2026-04-11,L006,M005,白班,45
P001612,2026-04-11,L006,M005,夜班,53
P001613,2026-04-11,L007,M007,白班,43
P001614,2026-04-11,L007,M008,夜班,42
P001615,2026-04-11,L008,M008,白班,72
P001616,2026-04-11,L008,M001,夜班,74
P001617,2026-04-12,L001,M001,白班,64
P001618,2026-04-12,L001,M001,夜班,67
P001619,2026-04-12,L002,M004,白班,59
P001620,2026-04-12,L002,M004,夜班,51
P001621,2026-04-12,L003,M004,白班,46
P001622,2026-04-12,L003,M004,夜班,56
P001623,2026-04-12,L004,M001,白班,48
P001624,2026-04-12,L004,M002,夜班,48
P001625,2026-04-12,L005,M005,白班,37
P001626,2026-04-12,L005,M005,夜班,43
P001627,2026-04-12,L006,M005,白班,42
P001628,2026-04-12,L006,M006,夜班,35
P001629,2026-04-12,L007,M008,白班,37
P001630,2026-04-12,L007,M007,夜班,34
P001631,2026-04-12,L008,M002,白班,59
P001632,2026-04-12,L008,M008,夜班,57
P001633,2026-04-13,L001,M001,白班,81
P001634,2026-04-13,L001,M002,夜班,88
P001635,2026-04-13,L002,M004,白班,86
P001636,2026-04-13,L002,M004,夜班,87
P001637,2026-04-13,L003,M004,白班,69
P001638,2026-04-13,L003,M004,夜班,77
P001639,2026-04-13,L004,M002,白班,67
P001640,2026-04-13,L004,M002,夜班,73
P001641,2026-04-13,L005,M005,白班,57
P001642,2026-04-13,L005,M006,夜班,57
P001643,2026-04-13,L006,M005,白班,57
P001644,2026-04-13,L006,M006,夜班,54
P001645,2026-04-13,L007,M008,白班,45
P001646,2026-04-13,L007,M007,夜班,53
P001647,2026-04-13,L008,M008,白班,72
P001648,2026-04-13,L008,M005,夜班,86
P001649,2026-04-14,L001,M001,白班,88
P001650,2026-04-14,L001,M002,夜班,79
P001651,2026-04-14,L002,M004,白班,69
P001652,2026-04-14,L002,M004,夜班,69
P001653,2026-04-14,L003,M003,白班,71
P001654,2026-04-14,L003,M003,夜班,75
P001655,2026-04-14,L004,M001,白班,69
P001656,2026-04-14,L004,M001,夜班,61
P001657,2026-04-14,L005,M005,白班,51
P001658,2026-04-14,L005,M006,夜班,63
P001659,2026-04-14,L006,M005,白班,51
P001660,2026-04-14,L006,M006,夜班,52
P001661,2026-04-14,L007,M007,白班,50
P001662,2026-04-14,L007,M007,夜班,48
P001663,2026-04-14,L008,M003,白班,73
P001664,2026-04-14,L008,M007,夜班,84
P001665,2026-04-15,L001,M002,白班,78
P001666,2026-04-15,L001,M001,夜班,91
P001667,2026-04-15,L002,M004,白班,75
P001668,2026-04-15,L002,M003,夜班,72
P001669,2026-04-15,L003,M004,白班,64
P001670,2026-04-15,L003,M003,夜班,69
P001671,2026-04-15,L004,M001,白班,69
P001672,2026-04-15,L004,M002,夜班,61
P001673,2026-04-15,L005,M005,白班,56
P001674,2026-04-15,L005,M005,夜班,57
P001675,2026-04-15,L006,M005,白班,58
P001676,2026-04-15,L006,M005,夜班,58
P001677,2026-04-15,L007,M008,白班,52
P001678,2026-04-15,L007,M007,夜班,51
P001679,2026-04-15,L008,M001,白班,84
P001680,2026-04-15,L008,M004,夜班,80
P001681,2026-04-16,L001,M001,白班,97
P001682,2026-04-16,L001,M001,夜班,98
P001683,2026-04-16,L002,M004,白班,76
P001684,2026-04-16,L002,M004,夜班,72
P001685,2026-04-16,L003,M003,白班,72
P001686,2026-04-16,L003,M003,夜班,70
P001687,2026-04-16,L004,M001,白班,76
P001688,2026-04-16,L004,M002,夜班,63
P001689,2026-04-16,L005,M006,白班,58
P001690,2026-04-16,L005,M006,夜班,56
P001691,2026-04-16,L006,M006,白班,58
P001692,2026-04-16,L006,M006,夜班,59
P001693,2026-04-16,L007,M008,白班,49
P001694,2026-04-16,L007,M008,夜班,47
P001695,2026-04-16,L008,M006,白班,84
P001696,2026-04-16,L008,M003,夜班,87
P001697,2026-04-17,L001,M001,白班,78
P001698,2026-04-17,L001,M001,夜班,79
P001699,2026-04-17,L002,M004,白班,71
P001700,2026-04-17,L002,M003,夜班,86
P001701,2026-04-17,L003,M004,白班,70
P001702,2026-04-17,L003,M003,夜班,75
P001703,2026-04-17,L004,M001,白班,63
P001704,2026-04-17,L004,M002,夜班,73
P001705,2026-04-17,L005,M006,白班,52
P001706,2026-04-17,L005,M006,夜班,57
P001707,2026-04-17,L006,M006,白班,57
P001708,2026-04-17,L006,M006,夜班,57
P001709,2026-04-17,L007,M008,白班,47
P001710,2026-04-17,L007,M007,夜班,47
P001711,2026-04-17,L008,M005,白班,81
P001712,2026-04-17,L008,M004,夜班,73
P001713,2026-04-18,L001,M002,白班,80
P001714,2026-04-18,L001,M002,夜班,85
P001715,2026-04-18,L002,M004,白班,74
P001716,2026-04-18,L002,M004,夜班,67
P001717,2026-04-18,L003,M003,白班,73
P001718,2026-04-18,L003,M004,夜班,64
P001719,2026-04-18,L004,M002,白班,63
P001720,2026-04-18,L004,M001,夜班,56
P001721,2026-04-18,L005,M006,白班,51
P001722,2026-04-18,L005,M006,夜班,48
P001723,2026-04-18,L006,M005,白班,52
P001724,2026-04-18,L006,M006,夜班,50
P001725,2026-04-18,L007,M007,白班,45
P001726,2026-04-18,L007,M007,夜班,45
P001727,2026-04-18,L008,M002,白班,64
P001728,2026-04-18,L008,M004,夜班,76
P001729,2026-04-19,L001,M002,白班,57
P001730,2026-04-19,L001,M002,夜班,56
P001731,2026-04-19,L002,M003,白班,51
P001732,2026-04-19,L002,M003,夜班,61
P001733,2026-04-19,L003,M004,白班,49
P001734,2026-04-19,L003,M004,夜班,49
P001735,2026-04-19,L004,M001,白班,42
P001736,2026-04-19,L004,M002,夜班,46
P001737,2026-04-19,L005,M006,白班,40
P001738,2026-04-19,L005,M006,夜班,40
P001739,2026-04-19,L006,M005,白班,42
P001740,2026-04-19,L006,M006,夜班,38
P001741,2026-04-19,L007,M008,白班,31
P001742,2026-04-19,L007,M007,夜班,32
P001743,2026-04-19,L008,M002,白班,57
P001744,2026-04-19,L008,M007,夜班,54
P001745,2026-04-20,L001,M001,白班,82
P001746,2026-04-20,L001,M002,夜班,82
P001747,2026-04-20,L002,M004,白班,85
P001748,2026-04-20,L002,M003,夜班,72
P001749,2026-04-20,L003,M003,白班,64
P001750,2026-04-20,L003,M003,夜班,80
P001751,2026-04-20,L004,M001,白班,62
P001752,2026-04-20,L004,M002,夜班,62
P001753,2026-04-20,L005,M006,白班,60
P001754,2026-04-20,L005,M005,夜班,60
P001755,2026-04-20,L006,M006,白班,53
P001756,2026-04-20,L006,M005,夜班,60
P001757,2026-04-20,L007,M007,白班,50
P001758,2026-04-20,L007,M008,夜班,46
P001759,2026-04-20,L008,M001,白班,70
P001760,2026-04-20,L008,M003,夜班,70
P001761,2026-04-21,L001,M001,白班,87
P001762,2026-04-21,L001,M002,夜班,89
P001763,2026-04-21,L002,M004,白班,84
P001764,2026-04-21,L002,M004,夜班,85
P001765,2026-04-21,L003,M004,白班,71
P001766,2026-04-21,L003,M004,夜班,74
P001767,2026-04-21,L004,M001,白班,59
P001768,2026-04-21,L004,M002,夜班,67
P001769,2026-04-21,L005,M005,白班,56
P001770,2026-04-21,L005,M005,夜班,58
P001771,2026-04-21,L006,M006,白班,56
P001772,2026-04-21,L006,M005,夜班,53
P001773,2026-04-21,L007,M008,白班,51
P001774,2026-04-21,L007,M007,夜班,55
P001775,2026-04-21,L008,M002,白班,84
P001776,2026-04-21,L008,M001,夜班,84
P001777,2026-04-22,L001,M001,白班,85
P001778,2026-04-22,L001,M002,夜班,83
P001779,2026-04-22,L002,M003,白班,74
P001780,2026-04-22,L002,M003,夜班,87
P001781,2026-04-22,L003,M004,白班,71
P001782,2026-04-22,L003,M004,夜班,68
P001783,2026-04-22,L004,M001,白班,61
P001784,2026-04-22,L004,M001,夜班,63
P001785,2026-04-22,L005,M005,白班,57
P001786,2026-04-22,L005,M005,夜班,55
P001787,2026-04-22,L006,M005,白班,59
P001788,2026-04-22,L006,M006,夜班,50
P001789,2026-04-22,L007,M007,白班,53
P001790,2026-04-22,L007,M008,夜班,45
P001791,2026-04-22,L008,M008,白班,72
P001792,2026-04-22,L008,M004,夜班,86
P001793,2026-04-23,L001,M001,白班,79
P001794,2026-04-23,L001,M002,夜班,79
P001795,2026-04-23,L002,M004,白班,74
P001796,2026-04-23,L002,M003,夜班,83
P001797,2026-04-23,L003,M003,白班,67
P001798,2026-04-23,L003,M004,夜班,70
P001799,2026-04-23,L004,M001,白班,74
P001800,2026-04-23,L004,M001,夜班,61
P001801,2026-04-23,L005,M006,白班,61
P001802,2026-04-23,L005,M005,夜班,58
P001803,2026-04-23,L006,M006,白班,54
P001804,2026-04-23,L006,M006,夜班,53
P001805,2026-04-23,L007,M007,白班,48
P001806,2026-04-23,L007,M008,夜班,47
P001807,2026-04-23,L008,M008,白班,86
P001808,2026-04-23,L008,M002,夜班,73
P001809,2026-04-24,L001,M002,白班,82
P001810,2026-04-24,L001,M002,夜班,88
P001811,2026-04-24,L002,M003,白班,87
P001812,2026-04-24,L002,M003,夜班,86
P001813,2026-04-24,L003,M003,白班,67
P001814,2026-04-24,L003,M004,夜班,76
P001815,2026-04-24,L004,M002,白班,72
P001816,2026-04-24,L004,M002,夜班,70
P001817,2026-04-24,L005,M006,白班,62
P001818,2026-04-24,L005,M005,夜班,56
P001819,2026-04-24,L006,M005,白班,55
P001820,2026-04-24,L006,M005,夜班,55
P001821,2026-04-24,L007,M007,白班,48
P001822,2026-04-24,L007,M008,夜班,54
P001823,2026-04-24,L008,M004,白班,71
P001824,2026-04-24,L008,M002,夜班,72
P001825,2026-04-25,L001,M002,白班,78
P001826,2026-04-25,L001,M001,夜班,88
P001827,2026-04-25,L002,M004,白班,73
P001828,2026-04-25,L002,M003,夜班,75
P001829,2026-04-25,L003,M004,白班,72
P001830,2026-04-25,L003,M004,夜班,67
P001831,2026-04-25,L004,M001,白班,57
P001832,2026-04-25,L004,M002,夜班,59
P001833,2026-04-25,L005,M005,白班,48
P001834,2026-04-25,L005,M005,夜班,47
P001835,2026-04-25,L006,M005,白班,45
P001836,2026-04-25,L006,M006,夜班,46
P001837,2026-04-25,L007,M008,白班,47
P001838,2026-04-25,L007,M008,夜班,48
P001839,2026-04-25,L008,M008,白班,71
P001840,2026-04-25,L008,M006,夜班,62
P001841,2026-04-26,L001,M001,白班,56
P001842,2026-04-26,L001,M002,夜班,67
P001843,2026-04-26,L002,M004,白班,59
P001844,2026-04-26,L002,M003,夜班,56
P001845,2026-04-26,L003,M004,白班,46
P001846,2026-04-26,L003,M003,夜班,54
P001847,2026-04-26,L004,M001,白班,47
P001848,2026-04-26,L004,M002,夜班,51
P001849,2026-04-26,L005,M005,白班,37
P001850,2026-04-26,L005,M005,夜班,42
P001851,2026-04-26,L006,M005,白班,35
P001852,2026-04-26,L006,M005,夜班,37
P001853,2026-04-26,L007,M007,白班,38
P001854,2026-04-26,L007,M007,夜班,36
P001855,2026-04-26,L008,M004,白班,51
P001856,2026-04-26,L008,M001,夜班,58
P001857,2026-04-27,L001,M002,白班,93
P001858,2026-04-27,L001,M002,夜班,84
P001859,2026-04-27,L002,M003,白班,78
P001860,2026-04-27,L002,M003,夜班,81
P001861,2026-04-27,L003,M003,白班,69
