defect_id,defect_date,line_id,model_id,process,defect_type,defect_count,severity,rework_status
D001477,2026-04-01,L002,M004,焊装,零件错位,4,低,待确认
D001478,2026-04-01,L003,M004,总装,螺栓扭矩不足,1,低,已返修
D001479,2026-04-01,L003,M003,总装,螺栓扭矩不足,1,中,返修中
D001480,2026-04-01,L004,M001,涂装,漆面流挂,4,低,已返修
D001481,2026-04-01,L004,M002,涂装,漆面流挂,2,中,已返修
D001482,2026-04-01,L005,M005,总装,螺栓扭矩不足,1,低,返修中
D001483,2026-04-01,L005,M005,总装,线束松动,1,低,返修中
D001484,2026-04-01,L006,M006,焊装,焊缝气孔,2,中,已返修
D001485,2026-04-01,L006,M006,焊装,焊点虚焊,2,高,已返修
D001486,2026-04-01,L007,M008,总装,内饰装配偏差,4,中,已返修
D001487,2026-04-01,L007,M008,总装,螺栓扭矩不足,1,中,已返修
D001488,2026-04-01,L008,M001,检测,密封性异常,1,低,已返修
D001489,2026-04-01,L008,M006,检测,电控报警,2,低,已返修
D001490,2026-04-02,L001,M002,总装,内饰装配偏差,2,低,返修中
D001491,2026-04-02,L001,M002,总装,螺栓扭矩不足,2,低,已返修
D001492,2026-04-02,L002,M003,焊装,焊缝气孔,2,低,返修中
D001493,2026-04-02,L002,M003,焊装,焊缝气孔,1,低,已返修
D001494,2026-04-02,L003,M004,总装,线束松动,3,低,返修中
D001495,2026-04-02,L003,M004,总装,线束松动,3,中,返修中
D001496,2026-04-02,L004,M002,涂装,色差,2,低,待确认
D001497,2026-04-02,L004,M002,涂装,颗粒点,1,中,已返修
D001498,2026-04-02,L005,M006,总装,螺栓扭矩不足,1,低,已返修
D001499,2026-04-02,L005,M005,总装,螺栓扭矩不足,1,低,已返修
D001500,2026-04-02,L006,M006,焊装,焊点虚焊,3,中,已返修
D001501,2026-04-02,L006,M006,焊装,零件错位,3,低,已返修
D001502,2026-04-02,L007,M008,总装,线束松动,1,中,已返修
D001503,2026-04-02,L007,M007,总装,内饰装配偏差,2,中,返修中
D001504,2026-04-02,L008,M001,检测,密封性异常,1,中,已返修
D001505,2026-04-02,L008,M008,检测,电控报警,2,中,已返修
D001506,2026-04-03,L001,M001,总装,线束松动,1,中,已返修
D001507,2026-04-03,L001,M002,总装,螺栓扭矩不足,1,中,已返修
D001508,2026-04-03,L002,M004,焊装,焊缝气孔,3,低,已返修
D001509,2026-04-03,L002,M004,焊装,零件错位,1,中,已返修
D001510,2026-04-03,L002,M004,焊装,焊缝气孔,4,中,已返修
D001511,2026-04-03,L003,M003,总装,内饰装配偏差,3,高,已返修
D001512,2026-04-03,L003,M003,总装,内饰装配偏差,1,低,返修中
D001513,2026-04-03,L004,M002,涂装,色差,3,中,已返修
D001514,2026-04-03,L004,M001,涂装,色差,1,低,返修中
D001515,2026-04-03,L005,M005,总装,内饰装配偏差,1,高,已返修
D001516,2026-04-03,L005,M006,总装,内饰装配偏差,1,中,已返修
D001517,2026-04-03,L006,M006,焊装,零件错位,2,低,已返修
D001518,2026-04-03,L006,M006,焊装,焊点虚焊,3,低,已返修
D001519,2026-04-03,L007,M007,总装,内饰装配偏差,2,低,待确认
D001520,2026-04-03,L007,M007,总装,线束松动,3,低,已返修
D001521,2026-04-03,L008,M005,检测,电控报警,2,低,返修中
D001522,2026-04-03,L008,M003,检测,密封性异常,2,低,已返修
D001523,2026-04-04,L001,M002,总装,内饰装配偏差,2,低,已返修
D001524,2026-04-04,L001,M001,总装,线束松动,2,低,返修中
D001525,2026-04-04,L002,M003,焊装,焊缝气孔,1,中,已返修
D001526,2026-04-04,L002,M004,焊装,焊点虚焊,2,低,返修中
D001527,2026-04-04,L003,M003,总装,内饰装配偏差,2,低,已返修
D001528,2026-04-04,L003,M003,总装,内饰装配偏差,2,低,已返修
D001529,2026-04-04,L004,M001,涂装,漆面流挂,2,中,已返修
D001530,2026-04-04,L004,M001,涂装,色差,2,低,已返修
D001531,2026-04-04,L005,M005,总装,螺栓扭矩不足,3,中,返修中
D001532,2026-04-04,L005,M006,总装,线束松动,1,中,已返修
D001533,2026-04-04,L006,M005,焊装,零件错位,1,中,返修中
D001534,2026-04-04,L006,M005,焊装,焊点虚焊,3,低,返修中
D001535,2026-04-04,L007,M007,总装,内饰装配偏差,1,中,已返修
D001536,2026-04-04,L007,M007,总装,线束松动,3,低,已返修
D001537,2026-04-04,L008,M007,检测,电控报警,3,低,已返修
D001538,2026-04-04,L008,M007,检测,制动检测异常,1,中,返修中
D001539,2026-04-04,L008,M003,检测,密封性异常,1,低,已返修
D001540,2026-04-05,L001,M001,总装,线束松动,3,低,返修中
D001541,2026-04-05,L001,M001,总装,螺栓扭矩不足,2,中,已返修
D001542,2026-04-05,L002,M003,焊装,零件错位,1,低,返修中
D001543,2026-04-05,L002,M003,焊装,零件错位,3,低,待确认
D001544,2026-04-05,L003,M003,总装,内饰装配偏差,3,低,已返修
D001545,2026-04-05,L003,M004,总装,内饰装配偏差,3,高,返修中
D001546,2026-04-05,L004,M001,涂装,颗粒点,2,低,已返修
D001547,2026-04-05,L004,M002,涂装,漆面流挂,1,低,已返修
D001548,2026-04-05,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D001549,2026-04-05,L005,M005,总装,内饰装配偏差,1,低,返修中
D001550,2026-04-05,L006,M006,焊装,焊点虚焊,1,中,已返修
D001551,2026-04-05,L006,M005,焊装,焊点虚焊,1,低,已返修
D001552,2026-04-05,L007,M008,总装,线束松动,2,低,已返修
D001553,2026-04-05,L007,M008,总装,内饰装配偏差,2,低,已返修
D001554,2026-04-05,L008,M005,检测,密封性异常,1,低,已返修
D001555,2026-04-05,L008,M004,检测,密封性异常,2,低,已返修
D001556,2026-04-06,L001,M002,总装,内饰装配偏差,1,高,已返修
D001557,2026-04-06,L001,M001,总装,内饰装配偏差,1,高,已返修
D001558,2026-04-06,L002,M004,焊装,焊缝气孔,5,中,已返修
D001559,2026-04-06,L002,M004,焊装,焊缝气孔,2,中,返修中
D001560,2026-04-06,L003,M004,总装,内饰装配偏差,4,中,已返修
D001561,2026-04-06,L003,M003,总装,线束松动,2,高,返修中
D001562,2026-04-06,L004,M002,涂装,颗粒点,3,低,已返修
D001563,2026-04-06,L004,M002,涂装,色差,2,低,已返修
D001564,2026-04-06,L005,M005,总装,线束松动,4,低,已返修
D001565,2026-04-06,L005,M005,总装,内饰装配偏差,1,低,已返修
D001566,2026-04-06,L006,M006,焊装,焊点虚焊,3,低,已返修
D001567,2026-04-06,L006,M006,焊装,零件错位,1,低,已返修
D001568,2026-04-06,L007,M007,总装,线束松动,2,低,返修中
D001569,2026-04-06,L007,M008,总装,螺栓扭矩不足,1,高,返修中
D001570,2026-04-06,L008,M008,检测,密封性异常,4,中,返修中
D001571,2026-04-06,L008,M001,检测,电控报警,3,低,返修中
D001572,2026-04-07,L001,M002,总装,螺栓扭矩不足,3,中,已返修
D001573,2026-04-07,L001,M001,总装,螺栓扭矩不足,4,中,已返修
D001574,2026-04-07,L002,M004,焊装,焊缝气孔,3,低,已返修
D001575,2026-04-07,L002,M004,焊装,焊点虚焊,3,低,已返修
D001576,2026-04-07,L003,M004,总装,线束松动,4,低,已返修
D001577,2026-04-07,L003,M003,总装,螺栓扭矩不足,1,低,已返修
D001578,2026-04-07,L004,M002,涂装,色差,2,低,返修中
D001579,2026-04-07,L004,M001,涂装,色差,1,中,返修中
D001580,2026-04-07,L005,M005,总装,线束松动,2,低,已返修
D001581,2026-04-07,L005,M005,总装,内饰装配偏差,4,中,已返修
D001582,2026-04-07,L006,M006,焊装,零件错位,2,低,已返修
D001583,2026-04-07,L006,M006,焊装,零件错位,2,低,返修中
D001584,2026-04-07,L007,M008,总装,线束松动,3,低,已返修
D001585,2026-04-07,L007,M007,总装,螺栓扭矩不足,1,中,已返修
D001586,2026-04-07,L008,M003,检测,电控报警,4,中,返修中
D001587,2026-04-07,L008,M002,检测,电控报警,1,中,已返修
D001588,2026-04-08,L001,M002,总装,内饰装配偏差,2,低,返修中
D001589,2026-04-08,L001,M002,总装,螺栓扭矩不足,2,中,返修中
D001590,2026-04-08,L002,M004,焊装,焊点虚焊,3,低,已返修
D001591,2026-04-08,L002,M003,焊装,零件错位,1,高,已返修
D001592,2026-04-08,L003,M003,总装,内饰装配偏差,3,低,已返修
D001593,2026-04-08,L003,M004,总装,螺栓扭矩不足,3,高,已返修
D001594,2026-04-08,L004,M001,涂装,色差,2,中,返修中
D001595,2026-04-08,L004,M002,涂装,颗粒点,2,中,已返修
D001596,2026-04-08,L005,M006,总装,线束松动,1,低,已返修
D001597,2026-04-08,L005,M005,总装,内饰装配偏差,2,低,已返修
D001598,2026-04-08,L006,M005,焊装,零件错位,2,低,返修中
D001599,2026-04-08,L006,M006,焊装,焊缝气孔,3,中,待确认
D001600,2026-04-08,L006,M006,焊装,焊点虚焊,1,中,已返修
D001601,2026-04-08,L007,M007,总装,螺栓扭矩不足,3,低,返修中
D001602,2026-04-08,L007,M008,总装,内饰装配偏差,1,中,已返修
D001603,2026-04-08,L008,M001,检测,密封性异常,1,低,已返修
D001604,2026-04-08,L008,M001,检测,制动检测异常,3,高,已返修
D001605,2026-04-09,L001,M001,总装,螺栓扭矩不足,4,中,已返修
D001606,2026-04-09,L001,M001,总装,内饰装配偏差,2,高,已返修
D001607,2026-04-09,L002,M003,焊装,焊点虚焊,2,低,待确认
D001608,2026-04-09,L002,M003,焊装,零件错位,3,高,返修中
D001609,2026-04-09,L003,M004,总装,线束松动,3,低,返修中
D001610,2026-04-09,L003,M003,总装,线束松动,2,低,已返修
D001611,2026-04-09,L004,M002,涂装,颗粒点,2,低,返修中
D001612,2026-04-09,L004,M001,涂装,颗粒点,3,低,已返修
D001613,2026-04-09,L005,M005,总装,线束松动,2,中,已返修
D001614,2026-04-09,L005,M005,总装,螺栓扭矩不足,4,中,已返修
D001615,2026-04-09,L006,M005,焊装,零件错位,1,低,返修中
D001616,2026-04-09,L006,M005,焊装,焊缝气孔,3,低,已返修
D001617,2026-04-09,L007,M008,总装,线束松动,3,低,已返修
D001618,2026-04-09,L007,M007,总装,螺栓扭矩不足,4,高,已返修
D001619,2026-04-09,L008,M005,检测,制动检测异常,1,低,已返修
D001620,2026-04-09,L008,M002,检测,电控报警,2,高,已返修
D001621,2026-04-10,L001,M001,总装,线束松动,4,低,返修中
D001622,2026-04-10,L001,M001,总装,内饰装配偏差,5,低,已返修
D001623,2026-04-10,L002,M004,焊装,焊缝气孔,1,低,已返修
D001624,2026-04-10,L002,M003,焊装,焊缝气孔,2,中,已返修
D001625,2026-04-10,L003,M004,总装,内饰装配偏差,1,低,返修中
D001626,2026-04-10,L003,M004,总装,螺栓扭矩不足,4,低,已返修
D001627,2026-04-10,L004,M001,涂装,色差,3,低,已返修
D001628,2026-04-10,L004,M001,涂装,漆面流挂,2,低,返修中
D001629,2026-04-10,L005,M006,总装,螺栓扭矩不足,1,低,已返修
D001630,2026-04-10,L005,M005,总装,线束松动,3,低,已返修
D001631,2026-04-10,L006,M006,焊装,焊点虚焊,3,中,已返修
D001632,2026-04-10,L006,M005,焊装,零件错位,2,低,已返修
D001633,2026-04-10,L007,M007,总装,内饰装配偏差,2,低,返修中
D001634,2026-04-10,L007,M007,总装,内饰装配偏差,3,低,已返修
D001635,2026-04-10,L007,M007,总装,螺栓扭矩不足,1,中,已返修
D001636,2026-04-10,L008,M008,检测,制动检测异常,2,中,已返修
D001637,2026-04-10,L008,M001,检测,电控报警,2,低,已返修
D001638,2026-04-11,L001,M002,总装,线束松动,2,低,已返修
D001639,2026-04-11,L001,M001,总装,内饰装配偏差,3,低,待确认
D001640,2026-04-11,L002,M003,焊装,焊缝气孔,2,低,已返修
D001641,2026-04-11,L002,M004,焊装,焊缝气孔,3,中,返修中
D001642,2026-04-11,L003,M004,总装,线束松动,2,低,待确认
D001643,2026-04-11,L003,M003,总装,内饰装配偏差,1,低,已返修
D001644,2026-04-11,L004,M001,涂装,色差,1,中,待确认
D001645,2026-04-11,L004,M001,涂装,色差,3,中,已返修
D001646,2026-04-11,L005,M005,总装,线束松动,3,中,已返修
D001647,2026-04-11,L005,M006,总装,内饰装配偏差,3,低,已返修
D001648,2026-04-11,L006,M005,焊装,焊缝气孔,2,低,返修中
D001649,2026-04-11,L006,M005,焊装,零件错位,1,中,返修中
D001650,2026-04-11,L007,M007,总装,线束松动,1,低,已返修
D001651,2026-04-11,L007,M008,总装,内饰装配偏差,3,低,返修中
D001652,2026-04-11,L008,M008,检测,制动检测异常,2,低,返修中
D001653,2026-04-11,L008,M001,检测,制动检测异常,3,中,待确认
D001654,2026-04-12,L001,M001,总装,螺栓扭矩不足,3,低,返修中
D001655,2026-04-12,L001,M001,总装,螺栓扭矩不足,2,高,已返修
D001656,2026-04-12,L002,M004,焊装,零件错位,2,低,已返修
D001657,2026-04-12,L002,M004,焊装,零件错位,1,低,返修中
D001658,2026-04-12,L003,M004,总装,内饰装配偏差,3,低,已返修
D001659,2026-04-12,L003,M004,总装,螺栓扭矩不足,2,低,已返修
D001660,2026-04-12,L004,M001,涂装,颗粒点,2,低,返修中
D001661,2026-04-12,L004,M002,涂装,漆面流挂,2,高,返修中
D001662,2026-04-12,L005,M005,总装,螺栓扭矩不足,1,中,已返修
D001663,2026-04-12,L005,M005,总装,线束松动,1,低,已返修
D001664,2026-04-12,L006,M005,焊装,焊点虚焊,3,低,待确认
D001665,2026-04-12,L006,M006,焊装,零件错位,1,低,待确认
D001666,2026-04-12,L007,M008,总装,螺栓扭矩不足,1,低,已返修
D001667,2026-04-12,L007,M007,总装,螺栓扭矩不足,2,高,已返修
D001668,2026-04-12,L008,M002,检测,制动检测异常,3,中,返修中
D001669,2026-04-12,L008,M008,检测,密封性异常,1,中,已返修
D001670,2026-04-13,L001,M001,总装,螺栓扭矩不足,2,中,已返修
D001671,2026-04-13,L001,M002,总装,内饰装配偏差,2,中,返修中
D001672,2026-04-13,L002,M004,焊装,零件错位,2,低,返修中
D001673,2026-04-13,L002,M004,焊装,零件错位,2,中,返修中
D001674,2026-04-13,L003,M004,总装,线束松动,1,低,已返修
D001675,2026-04-13,L003,M004,总装,螺栓扭矩不足,2,低,返修中
D001676,2026-04-13,L004,M002,涂装,色差,2,中,已返修
D001677,2026-04-13,L004,M002,涂装,漆面流挂,1,低,待确认
D001678,2026-04-13,L005,M005,总装,线束松动,1,低,已返修
D001679,2026-04-13,L005,M006,总装,内饰装配偏差,3,低,已返修
D001680,2026-04-13,L006,M005,焊装,焊缝气孔,1,低,返修中
D001681,2026-04-13,L006,M006,焊装,焊点虚焊,3,低,已返修
D001682,2026-04-13,L007,M008,总装,线束松动,1,中,已返修
D001683,2026-04-13,L007,M007,总装,螺栓扭矩不足,1,中,已返修
D001684,2026-04-13,L008,M008,检测,制动检测异常,2,中,已返修
D001685,2026-04-13,L008,M005,检测,电控报警,2,低,已返修
D001686,2026-04-14,L001,M001,总装,线束松动,5,低,返修中
D001687,2026-04-14,L001,M002,总装,线束松动,1,低,返修中
D001688,2026-04-14,L002,M004,焊装,焊缝气孔,3,低,待确认
D001689,2026-04-14,L002,M004,焊装,零件错位,3,高,已返修
D001690,2026-04-14,L003,M003,总装,内饰装配偏差,3,低,已返修
D001691,2026-04-14,L003,M003,总装,螺栓扭矩不足,2,低,已返修
D001692,2026-04-14,L004,M001,涂装,色差,3,低,已返修
D001693,2026-04-14,L004,M001,涂装,色差,2,高,已返修
D001694,2026-04-14,L005,M005,总装,内饰装配偏差,2,低,返修中
D001695,2026-04-14,L005,M006,总装,线束松动,1,低,返修中
D001696,2026-04-14,L006,M005,焊装,焊缝气孔,1,中,已返修
D001697,2026-04-14,L006,M006,焊装,零件错位,4,中,已返修
D001698,2026-04-14,L007,M007,总装,线束松动,1,中,已返修
D001699,2026-04-14,L007,M007,总装,内饰装配偏差,1,高,已返修
D001700,2026-04-14,L008,M003,检测,制动检测异常,1,低,返修中
D001701,2026-04-14,L008,M007,检测,制动检测异常,1,中,已返修
D001702,2026-04-15,L001,M002,总装,内饰装配偏差,2,低,已返修
D001703,2026-04-15,L001,M001,总装,内饰装配偏差,3,低,已返修
D001704,2026-04-15,L002,M004,焊装,焊点虚焊,1,低,已返修
D001705,2026-04-15,L002,M003,焊装,焊缝气孔,1,低,已返修
D001706,2026-04-15,L003,M004,总装,螺栓扭矩不足,1,低,已返修
D001707,2026-04-15,L003,M003,总装,螺栓扭矩不足,1,低,待确认
D001708,2026-04-15,L004,M001,涂装,颗粒点,3,低,已返修
D001709,2026-04-15,L004,M002,涂装,漆面流挂,2,中,已返修
D001710,2026-04-15,L005,M005,总装,内饰装配偏差,3,中,已返修
D001711,2026-04-15,L005,M005,总装,线束松动,1,中,已返修
D001712,2026-04-15,L005,M005,总装,内饰装配偏差,1,低,已返修
D001713,2026-04-15,L006,M005,焊装,零件错位,3,中,已返修
D001714,2026-04-15,L006,M005,焊装,焊缝气孔,1,中,已返修
D001715,2026-04-15,L007,M008,总装,内饰装配偏差,1,低,已返修
D001716,2026-04-15,L007,M007,总装,内饰装配偏差,1,中,已返修
D001717,2026-04-15,L008,M001,检测,制动检测异常,4,高,已返修
D001718,2026-04-15,L008,M004,检测,密封性异常,2,低,已返修
D001719,2026-04-16,L001,M001,总装,螺栓扭矩不足,3,低,已返修
D001720,2026-04-16,L001,M001,总装,线束松动,3,中,已返修
D001721,2026-04-16,L002,M004,焊装,零件错位,2,中,返修中
D001722,2026-04-16,L002,M004,焊装,焊缝气孔,4,中,已返修
D001723,2026-04-16,L003,M003,总装,内饰装配偏差,2,中,已返修
D001724,2026-04-16,L003,M003,总装,内饰装配偏差,2,中,返修中
D001725,2026-04-16,L004,M001,涂装,色差,1,低,已返修
D001726,2026-04-16,L004,M002,涂装,漆面流挂,2,低,返修中
D001727,2026-04-16,L005,M006,总装,螺栓扭矩不足,2,低,返修中
D001728,2026-04-16,L005,M006,总装,内饰装配偏差,2,中,已返修
D001729,2026-04-16,L006,M006,焊装,零件错位,3,低,已返修
D001730,2026-04-16,L006,M006,焊装,零件错位,1,中,返修中
D001731,2026-04-16,L007,M008,总装,螺栓扭矩不足,3,低,已返修
D001732,2026-04-16,L007,M008,总装,螺栓扭矩不足,3,中,已返修
D001733,2026-04-16,L008,M006,检测,电控报警,4,低,已返修
D001734,2026-04-16,L008,M003,检测,制动检测异常,1,低,待确认
D001735,2026-04-17,L001,M001,总装,线束松动,2,高,已返修
D001736,2026-04-17,L001,M001,总装,螺栓扭矩不足,2,高,已返修
D001737,2026-04-17,L002,M004,焊装,焊点虚焊,3,低,已返修
D001738,2026-04-17,L002,M003,焊装,零件错位,3,低,已返修
D001739,2026-04-17,L003,M004,总装,线束松动,4,低,返修中
D001740,2026-04-17,L003,M003,总装,内饰装配偏差,3,低,已返修
D001741,2026-04-17,L004,M001,涂装,颗粒点,4,中,待确认
D001742,2026-04-17,L004,M002,涂装,漆面流挂,2,低,已返修
D001743,2026-04-17,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D001744,2026-04-17,L005,M006,总装,内饰装配偏差,2,高,返修中
D001745,2026-04-17,L006,M006,焊装,零件错位,1,低,待确认
D001746,2026-04-17,L006,M006,焊装,焊缝气孔,3,中,已返修
D001747,2026-04-17,L007,M008,总装,内饰装配偏差,1,低,已返修
D001748,2026-04-17,L007,M007,总装,螺栓扭矩不足,1,高,已返修
D001749,2026-04-17,L008,M005,检测,密封性异常,2,低,已返修
D001750,2026-04-17,L008,M004,检测,电控报警,1,中,已返修
D001751,2026-04-18,L001,M002,总装,内饰装配偏差,2,低,已返修
D001752,2026-04-18,L001,M002,总装,螺栓扭矩不足,4,高,返修中
D001753,2026-04-18,L001,M002,总装,内饰装配偏差,1,中,已返修
D001754,2026-04-18,L002,M004,焊装,焊缝气孔,1,低,已返修
D001755,2026-04-18,L002,M004,焊装,焊缝气孔,1,低,已返修
D001756,2026-04-18,L003,M003,总装,线束松动,3,低,已返修
D001757,2026-04-18,L003,M004,总装,螺栓扭矩不足,2,中,已返修
D001758,2026-04-18,L004,M002,涂装,漆面流挂,1,中,已返修
D001759,2026-04-18,L004,M001,涂装,颗粒点,1,低,待确认
D001760,2026-04-18,L005,M006,总装,内饰装配偏差,2,高,已返修
D001761,2026-04-18,L005,M006,总装,内饰装配偏差,1,低,已返修
D001762,2026-04-18,L006,M005,焊装,零件错位,1,高,已返修
D001763,2026-04-18,L006,M006,焊装,零件错位,1,高,待确认
D001764,2026-04-18,L007,M007,总装,内饰装配偏差,2,低,返修中
D001765,2026-04-18,L007,M007,总装,内饰装配偏差,1,低,已返修
D001766,2026-04-18,L008,M002,检测,密封性异常,3,低,返修中
D001767,2026-04-18,L008,M004,检测,密封性异常,2,低,返修中
D001768,2026-04-19,L001,M002,总装,线束松动,1,低,已返修
D001769,2026-04-19,L001,M002,总装,内饰装配偏差,2,中,待确认
D001770,2026-04-19,L002,M003,焊装,零件错位,2,中,已返修
D001771,2026-04-19,L002,M003,焊装,零件错位,2,高,已返修
D001772,2026-04-19,L003,M004,总装,线束松动,3,低,返修中
D001773,2026-04-19,L003,M004,总装,线束松动,3,高,已返修
D001774,2026-04-19,L004,M001,涂装,漆面流挂,2,中,已返修
D001775,2026-04-19,L004,M002,涂装,颗粒点,1,高,已返修
D001776,2026-04-19,L005,M006,总装,螺栓扭矩不足,3,低,返修中
D001777,2026-04-19,L005,M006,总装,螺栓扭矩不足,1,低,已返修
D001778,2026-04-19,L006,M005,焊装,焊点虚焊,1,低,已返修
D001779,2026-04-19,L006,M006,焊装,零件错位,1,低,已返修
D001780,2026-04-19,L007,M008,总装,内饰装配偏差,2,中,已返修
D001781,2026-04-19,L007,M007,总装,螺栓扭矩不足,1,中,已返修
D001782,2026-04-19,L008,M002,检测,密封性异常,3,低,已返修
D001783,2026-04-19,L008,M007,检测,电控报警,1,中,已返修
D001784,2026-04-20,L001,M001,总装,线束松动,2,中,已返修
D001785,2026-04-20,L001,M002,总装,线束松动,1,低,返修中
D001786,2026-04-20,L002,M004,焊装,零件错位,2,中,已返修
D001787,2026-04-20,L002,M003,焊装,焊点虚焊,3,低,已返修
D001788,2026-04-20,L003,M003,总装,线束松动,2,低,已返修
D001789,2026-04-20,L003,M003,总装,螺栓扭矩不足,4,低,已返修
D001790,2026-04-20,L004,M001,涂装,色差,1,低,返修中
D001791,2026-04-20,L004,M002,涂装,色差,2,低,已返修
D001792,2026-04-20,L005,M006,总装,线束松动,1,低,已返修
D001793,2026-04-20,L005,M005,总装,螺栓扭矩不足,3,低,已返修
D001794,2026-04-20,L006,M006,焊装,焊缝气孔,1,中,已返修
D001795,2026-04-20,L006,M005,焊装,焊点虚焊,2,中,已返修
D001796,2026-04-20,L007,M007,总装,线束松动,3,低,返修中
D001797,2026-04-20,L007,M008,总装,内饰装配偏差,3,中,返修中
D001798,2026-04-20,L008,M001,检测,电控报警,1,低,返修中
D001799,2026-04-20,L008,M003,检测,电控报警,2,中,已返修
D001800,2026-04-21,L001,M001,总装,内饰装配偏差,3,低,已返修
D001801,2026-04-21,L001,M001,总装,螺栓扭矩不足,1,中,已返修
D001802,2026-04-21,L001,M002,总装,内饰装配偏差,3,低,已返修
D001803,2026-04-21,L002,M004,焊装,零件错位,1,中,已返修
D001804,2026-04-21,L002,M004,焊装,焊缝气孔,2,低,已返修
D001805,2026-04-21,L003,M004,总装,螺栓扭矩不足,4,低,已返修
D001806,2026-04-21,L003,M004,总装,螺栓扭矩不足,1,低,已返修
D001807,2026-04-21,L004,M001,涂装,颗粒点,1,中,返修中
D001808,2026-04-21,L004,M002,涂装,颗粒点,1,高,已返修
D001809,2026-04-21,L005,M005,总装,内饰装配偏差,1,高,已返修
D001810,2026-04-21,L005,M005,总装,螺栓扭矩不足,1,低,已返修
D001811,2026-04-21,L006,M006,焊装,焊缝气孔,2,低,已返修
D001812,2026-04-21,L006,M005,焊装,焊缝气孔,1,高,已返修
D001813,2026-04-21,L007,M008,总装,内饰装配偏差,1,中,已返修
D001814,2026-04-21,L007,M007,总装,螺栓扭矩不足,2,低,已返修
D001815,2026-04-21,L008,M002,检测,制动检测异常,2,低,已返修
D001816,2026-04-21,L008,M001,检测,电控报警,1,中,已返修
D001817,2026-04-22,L001,M001,总装,螺栓扭矩不足,3,低,已返修
D001818,2026-04-22,L001,M002,总装,螺栓扭矩不足,2,中,返修中
D001819,2026-04-22,L002,M003,焊装,焊点虚焊,3,中,已返修
D001820,2026-04-22,L002,M003,焊装,焊缝气孔,1,中,返修中
D001821,2026-04-22,L002,M003,焊装,焊缝气孔,3,低,已返修
D001822,2026-04-22,L003,M004,总装,线束松动,1,低,返修中
D001823,2026-04-22,L003,M004,总装,内饰装配偏差,3,低,已返修
D001824,2026-04-22,L004,M001,涂装,色差,3,低,返修中
D001825,2026-04-22,L004,M001,涂装,漆面流挂,1,高,已返修
D001826,2026-04-22,L005,M005,总装,内饰装配偏差,1,低,已返修
D001827,2026-04-22,L005,M005,总装,螺栓扭矩不足,1,高,已返修
D001828,2026-04-22,L006,M005,焊装,零件错位,2,高,已返修
D001829,2026-04-22,L006,M006,焊装,零件错位,2,低,已返修
D001830,2026-04-22,L007,M007,总装,螺栓扭矩不足,1,高,已返修
D001831,2026-04-22,L007,M008,总装,线束松动,3,中,已返修
D001832,2026-04-22,L008,M008,检测,密封性异常,3,低,已返修
D001833,2026-04-22,L008,M004,检测,制动检测异常,2,中,返修中
D001834,2026-04-23,L001,M001,总装,内饰装配偏差,3,中,已返修
D001835,2026-04-23,L001,M001,总装,线束松动,1,中,已返修
D001836,2026-04-23,L001,M002,总装,内饰装配偏差,2,低,已返修
D001837,2026-04-23,L002,M004,焊装,零件错位,2,低,已返修
D001838,2026-04-23,L002,M003,焊装,焊点虚焊,1,高,已返修
D001839,2026-04-23,L003,M003,总装,内饰装配偏差,2,低,已返修
D001840,2026-04-23,L003,M004,总装,线束松动,4,低,已返修
D001841,2026-04-23,L004,M001,涂装,颗粒点,1,中,已返修
D001842,2026-04-23,L004,M001,涂装,漆面流挂,3,低,已返修
D001843,2026-04-23,L005,M006,总装,线束松动,1,低,已返修
D001844,2026-04-23,L005,M005,总装,螺栓扭矩不足,1,低,已返修
D001845,2026-04-23,L006,M006,焊装,焊缝气孔,1,低,已返修
D001846,2026-04-23,L006,M006,焊装,焊缝气孔,1,低,返修中
D001847,2026-04-23,L007,M007,总装,螺栓扭矩不足,3,中,返修中
D001848,2026-04-23,L007,M008,总装,线束松动,1,低,已返修
D001849,2026-04-23,L008,M008,检测,制动检测异常,4,低,已返修
D001850,2026-04-23,L008,M002,检测,电控报警,3,低,已返修
D001851,2026-04-24,L001,M002,总装,内饰装配偏差,2,中,已返修
D001852,2026-04-24,L001,M002,总装,螺栓扭矩不足,3,中,已返修
D001853,2026-04-24,L002,M003,焊装,焊缝气孔,3,低,返修中
D001854,2026-04-24,L002,M003,焊装,零件错位,3,低,已返修
D001855,2026-04-24,L003,M003,总装,线束松动,1,低,返修中
D001856,2026-04-24,L003,M004,总装,线束松动,2,中,已返修
D001857,2026-04-24,L004,M002,涂装,漆面流挂,3,高,待确认
D001858,2026-04-24,L004,M002,涂装,色差,4,低,已返修
D001859,2026-04-24,L005,M006,总装,内饰装配偏差,3,低,已返修
D001860,2026-04-24,L005,M005,总装,线束松动,2,低,返修中
D001861,2026-04-24,L006,M005,焊装,零件错位,3,低,返修中
D001862,2026-04-24,L006,M005,焊装,焊缝气孔,1,中,返修中
D001863,2026-04-24,L007,M007,总装,线束松动,2,中,待确认
D001864,2026-04-24,L007,M008,总装,线束松动,1,中,待确认
D001865,2026-04-24,L008,M004,检测,制动检测异常,2,低,返修中
D001866,2026-04-24,L008,M002,检测,制动检测异常,3,高,已返修
D001867,2026-04-24,L008,M002,检测,密封性异常,1,中,已返修
