actual_id,plan_id,production_date,line_id,model_id,shift,actual_quantity,working_hours,downtime_minutes,achievement_rate
A000789,P000789,2026-02-19,L003,M004,白班,69,8,12,0.9452
A000790,P000790,2026-02-19,L003,M004,夜班,56,8,59,0.8116
A000791,P000791,2026-02-19,L004,M001,白班,65,8,12,0.942
A000792,P000792,2026-02-19,L004,M001,夜班,70,8,12,1.0294
A000793,P000793,2026-02-19,L005,M006,白班,60,8,1,1.0169
A000794,P000794,2026-02-19,L005,M006,夜班,58,8,27,0.9831
A000795,P000795,2026-02-19,L006,M006,白班,46,8,18,1.0
A000796,P000796,2026-02-19,L006,M005,夜班,48,8,10,1.0213
A000797,P000797,2026-02-19,L007,M007,白班,39,8,19,0.907
A000798,P000798,2026-02-19,L007,M008,夜班,48,8,9,1.0
A000799,P000799,2026-02-19,L008,M003,白班,75,8,29,1.0135
A000800,P000800,2026-02-19,L008,M001,夜班,74,8,23,0.9136
A000801,P000801,2026-02-20,L001,M002,白班,77,8,22,0.9506
A000802,P000802,2026-02-20,L001,M002,夜班,86,8,12,0.9247
A000803,P000803,2026-02-20,L002,M003,白班,78,8,12,1.013
A000804,P000804,2026-02-20,L002,M004,夜班,68,8,6,0.9315
A000805,P000805,2026-02-20,L003,M003,白班,64,8,2,0.9846
A000806,P000806,2026-02-20,L003,M004,夜班,66,8,45,0.9167
A000807,P000807,2026-02-20,L004,M002,白班,62,8,0,0.9254
A000808,P000808,2026-02-20,L004,M001,夜班,63,8,23,1.0
A000809,P000809,2026-02-20,L005,M005,白班,57,8,17,0.9828
A000810,P000810,2026-02-20,L005,M006,夜班,58,8,6,0.9667
A000811,P000811,2026-02-20,L006,M006,白班,49,8,7,0.9245
A000812,P000812,2026-02-20,L006,M005,夜班,58,8,29,1.0175
A000813,P000813,2026-02-20,L007,M008,白班,43,8,29,1.0238
A000814,P000814,2026-02-20,L007,M008,夜班,50,8,12,0.9804
A000815,P000815,2026-02-20,L008,M002,白班,74,8,1,0.925
A000816,P000816,2026-02-20,L008,M008,夜班,72,8,0,0.973
A000817,P000817,2026-02-21,L001,M001,白班,74,8,13,0.9367
A000818,P000818,2026-02-21,L001,M002,夜班,64,8,27,0.9412
A000819,P000819,2026-02-21,L002,M004,白班,58,8,20,1.0
A000820,P000820,2026-02-21,L002,M004,夜班,66,8,13,1.0154
A000821,P000821,2026-02-21,L003,M004,白班,66,8,0,1.0
A000822,P000822,2026-02-21,L003,M003,夜班,64,8,52,0.9275
A000823,P000823,2026-02-21,L004,M001,白班,52,8,39,0.9286
A000824,P000824,2026-02-21,L004,M001,夜班,62,8,24,0.9841
A000825,P000825,2026-02-21,L005,M005,白班,45,8,26,0.9574
A000826,P000826,2026-02-21,L005,M005,夜班,50,8,17,0.9804
A000827,P000827,2026-02-21,L006,M005,白班,41,8,21,0.9762
A000828,P000828,2026-02-21,L006,M005,夜班,47,8,29,0.9216
A000829,P000829,2026-02-21,L007,M007,白班,41,8,3,0.9318
A000830,P000830,2026-02-21,L007,M008,夜班,39,8,21,0.9286
A000831,P000831,2026-02-21,L008,M005,白班,68,8,20,1.0
A000832,P000832,2026-02-21,L008,M007,夜班,59,8,15,0.9077
A000833,P000833,2026-02-22,L001,M002,白班,58,8,31,1.0175
A000834,P000834,2026-02-22,L001,M002,夜班,55,8,17,0.9649
A000835,P000835,2026-02-22,L002,M004,白班,42,8,14,0.9333
A000836,P000836,2026-02-22,L002,M003,夜班,44,8,29,0.9167
A000837,P000837,2026-02-22,L003,M004,白班,46,8,21,0.9787
A000838,P000838,2026-02-22,L003,M003,夜班,40,8,31,0.8696
A000839,P000839,2026-02-22,L004,M001,白班,43,8,9,0.9556
A000840,P000840,2026-02-22,L004,M001,夜班,36,8,20,0.9
A000841,P000841,2026-02-22,L005,M006,白班,41,8,26,0.9762
A000842,P000842,2026-02-22,L005,M006,夜班,36,8,12,0.9231
A000843,P000843,2026-02-22,L006,M005,白班,34,8,12,0.9714
A000844,P000844,2026-02-22,L006,M005,夜班,34,8,23,0.9444
A000845,P000845,2026-02-22,L007,M008,白班,29,8,15,0.9667
A000846,P000846,2026-02-22,L007,M007,夜班,36,8,33,1.0
A000847,P000847,2026-02-22,L008,M008,白班,44,8,5,0.9362
A000848,P000848,2026-02-22,L008,M004,夜班,47,8,0,1.0217
A000849,P000849,2026-02-23,L001,M001,白班,91,8,18,1.0225
A000850,P000850,2026-02-23,L001,M001,夜班,95,8,7,1.0326
A000851,P000851,2026-02-23,L002,M003,白班,66,8,20,0.9296
A000852,P000852,2026-02-23,L002,M003,夜班,64,8,8,0.9846
A000853,P000853,2026-02-23,L003,M004,白班,69,8,15,0.9718
A000854,P000854,2026-02-23,L003,M004,夜班,60,8,85,0.8696
A000855,P000855,2026-02-23,L004,M001,白班,64,8,11,0.9846
A000856,P000856,2026-02-23,L004,M001,夜班,64,8,34,0.9412
A000857,P000857,2026-02-23,L005,M005,白班,49,8,19,0.9423
A000858,P000858,2026-02-23,L005,M006,夜班,50,8,42,1.0
A000859,P000859,2026-02-23,L006,M005,白班,50,8,29,1.0204
A000860,P000860,2026-02-23,L006,M006,夜班,51,8,15,0.9808
A000861,P000861,2026-02-23,L007,M008,白班,46,8,36,0.9787
A000862,P000862,2026-02-23,L007,M007,夜班,50,8,18,0.9804
A000863,P000863,2026-02-23,L008,M002,白班,77,8,9,0.9872
A000864,P000864,2026-02-23,L008,M005,夜班,84,8,16,1.0244
A000865,P000865,2026-02-24,L001,M001,白班,75,8,0,1.0135
A000866,P000866,2026-02-24,L001,M001,夜班,76,8,12,0.9744
A000867,P000867,2026-02-24,L002,M003,白班,64,8,27,0.9412
A000868,P000868,2026-02-24,L002,M003,夜班,65,8,28,1.0
A000869,P000869,2026-02-24,L003,M003,白班,57,8,17,0.9048
A000870,P000870,2026-02-24,L003,M004,夜班,56,8,69,0.8615
A000871,P000871,2026-02-24,L004,M002,白班,54,8,26,0.931
A000872,P000872,2026-02-24,L004,M002,夜班,55,8,14,0.9322
A000873,P000873,2026-02-24,L005,M006,白班,48,8,22,0.96
A000874,P000874,2026-02-24,L005,M006,夜班,53,8,15,0.9298
A000875,P000875,2026-02-24,L006,M006,白班,52,8,30,0.9811
A000876,P000876,2026-02-24,L006,M006,夜班,45,8,15,0.9783
A000877,P000877,2026-02-24,L007,M007,白班,47,8,14,0.9592
A000878,P000878,2026-02-24,L007,M008,夜班,47,8,4,0.9216
A000879,P000879,2026-02-24,L008,M007,白班,79,8,3,1.026
A000880,P000880,2026-02-24,L008,M005,夜班,77,8,17,0.9872
A000881,P000881,2026-02-25,L001,M002,白班,78,8,17,0.9873
A000882,P000882,2026-02-25,L001,M001,夜班,85,8,12,0.977
A000883,P000883,2026-02-25,L002,M004,白班,78,8,19,0.9512
A000884,P000884,2026-02-25,L002,M004,夜班,68,8,27,0.9714
A000885,P000885,2026-02-25,L003,M003,白班,64,8,12,0.9275
A000886,P000886,2026-02-25,L003,M003,夜班,50,8,61,0.8197
A000887,P000887,2026-02-25,L004,M001,白班,68,8,12,0.9577
A000888,P000888,2026-02-25,L004,M002,夜班,71,8,2,1.0
A000889,P000889,2026-02-25,L005,M005,白班,50,8,11,1.0
A000890,P000890,2026-02-25,L005,M006,夜班,52,8,7,0.9286
A000891,P000891,2026-02-25,L006,M005,白班,46,8,53,0.9583
A000892,P000892,2026-02-25,L006,M005,夜班,48,8,27,1.0
A000893,P000893,2026-02-25,L007,M008,白班,42,8,0,0.9767
A000894,P000894,2026-02-25,L007,M007,夜班,48,8,41,0.9231
A000895,P000895,2026-02-25,L008,M003,白班,79,8,25,0.9753
A000896,P000896,2026-02-25,L008,M007,夜班,79,8,13,1.026
A000897,P000897,2026-02-26,L001,M001,白班,87,8,47,1.0
A000898,P000898,2026-02-26,L001,M001,夜班,92,8,7,1.011
A000899,P000899,2026-02-26,L002,M003,白班,66,8,26,1.0
A000900,P000900,2026-02-26,L002,M004,夜班,65,8,36,0.9155
A000901,P000901,2026-02-26,L003,M003,白班,66,8,31,1.0
A000902,P000902,2026-02-26,L003,M003,夜班,59,8,45,0.8082
A000903,P000903,2026-02-26,L004,M001,白班,65,8,37,0.9848
A000904,P000904,2026-02-26,L004,M001,夜班,54,8,40,0.9474
A000905,P000905,2026-02-26,L005,M005,白班,46,8,12,0.902
A000906,P000906,2026-02-26,L005,M006,夜班,49,8,22,1.0208
A000907,P000907,2026-02-26,L006,M005,白班,50,8,16,0.9259
A000908,P000908,2026-02-26,L006,M006,夜班,46,8,24,1.0
A000909,P000909,2026-02-26,L007,M008,白班,50,8,19,1.0
A000910,P000910,2026-02-26,L007,M008,夜班,48,8,28,0.9412
A000911,P000911,2026-02-26,L008,M006,白班,76,8,9,1.027
A000912,P000912,2026-02-26,L008,M005,夜班,66,8,33,1.0
A000913,P000913,2026-02-27,L001,M002,白班,87,8,22,1.0116
A000914,P000914,2026-02-27,L001,M002,夜班,81,8,24,1.0
A000915,P000915,2026-02-27,L002,M004,白班,75,8,0,0.9868
A000916,P000916,2026-02-27,L002,M004,夜班,76,8,33,1.0
A000917,P000917,2026-02-27,L003,M004,白班,64,8,24,0.9143
A000918,P000918,2026-02-27,L003,M003,夜班,64,8,54,0.8649
A000919,P000919,2026-02-27,L004,M002,白班,58,8,0,1.0
A000920,P000920,2026-02-27,L004,M001,夜班,66,8,24,1.0
A000921,P000921,2026-02-27,L005,M006,白班,51,8,21,0.9808
A000922,P000922,2026-02-27,L005,M006,夜班,51,8,7,0.9444
A000923,P000923,2026-02-27,L006,M005,白班,46,8,5,0.9787
A000924,P000924,2026-02-27,L006,M005,夜班,51,8,22,0.9808
A000925,P000925,2026-02-27,L007,M008,白班,42,8,7,0.9333
A000926,P000926,2026-02-27,L007,M008,夜班,43,8,39,0.9556
A000927,P000927,2026-02-27,L008,M001,白班,66,8,30,0.9706
A000928,P000928,2026-02-27,L008,M001,夜班,69,8,0,0.9718
A000929,P000929,2026-02-28,L001,M002,白班,65,8,27,0.9848
A000930,P000930,2026-02-28,L001,M002,夜班,73,8,35,1.0282
A000931,P000931,2026-02-28,L002,M004,白班,66,8,27,0.9851
A000932,P000932,2026-02-28,L002,M004,夜班,58,8,19,0.9206
A000933,P000933,2026-02-28,L003,M003,白班,52,8,6,0.9123
A000934,P000934,2026-02-28,L003,M004,夜班,47,8,74,0.8246
A000935,P000935,2026-02-28,L004,M002,白班,54,8,23,1.0
A000936,P000936,2026-02-28,L004,M002,夜班,52,8,17,0.9455
A000937,P000937,2026-02-28,L005,M006,白班,47,8,22,0.94
A000938,P000938,2026-02-28,L005,M005,夜班,50,8,17,0.9804
A000939,P000939,2026-02-28,L006,M006,白班,44,8,28,0.9167
A000940,P000940,2026-02-28,L006,M005,夜班,44,8,8,0.9167
A000941,P000941,2026-02-28,L007,M007,白班,40,8,12,0.9756
A000942,P000942,2026-02-28,L007,M008,夜班,40,8,20,1.0256
A000943,P000943,2026-02-28,L008,M001,白班,68,8,20,0.9714
A000944,P000944,2026-02-28,L008,M006,夜班,65,8,34,0.9155
A000945,P000945,2026-03-01,L001,M002,白班,66,8,27,0.9851
A000946,P000946,2026-03-01,L001,M002,夜班,56,8,9,0.9655
A000947,P000947,2026-03-01,L002,M004,白班,50,8,0,0.9259
A000948,P000948,2026-03-01,L002,M003,夜班,47,8,23,0.94
A000949,P000949,2026-03-01,L003,M004,白班,43,8,19,0.9149
A000950,P000950,2026-03-01,L003,M003,夜班,38,8,62,0.7917
A000951,P000951,2026-03-01,L004,M002,白班,45,8,29,1.0227
A000952,P000952,2026-03-01,L004,M002,夜班,46,8,28,0.9583
A000953,P000953,2026-03-01,L005,M005,白班,38,8,18,0.9744
A000954,P000954,2026-03-01,L005,M006,夜班,39,8,41,1.0263
A000955,P000955,2026-03-01,L006,M006,白班,43,8,6,1.0238
A000956,P000956,2026-03-01,L006,M006,夜班,36,8,15,1.0
A000957,P000957,2026-03-01,L007,M008,白班,30,8,20,0.9677
A000958,P000958,2026-03-01,L007,M008,夜班,36,8,18,0.9474
A000959,P000959,2026-03-01,L008,M003,白班,55,8,20,0.9322
A000960,P000960,2026-03-01,L008,M005,夜班,58,8,2,0.9508
A000961,P000961,2026-03-02,L001,M002,白班,93,8,23,0.9894
A000962,P000962,2026-03-02,L001,M002,夜班,86,8,1,0.9885
A000963,P000963,2026-03-02,L002,M003,白班,70,8,17,0.9333
A000964,P000964,2026-03-02,L002,M004,夜班,81,8,0,1.0
A000965,P000965,2026-03-02,L003,M003,白班,70,8,13,0.9333
A000966,P000966,2026-03-02,L003,M003,夜班,66,8,56,0.8462
A000967,P000967,2026-03-02,L004,M001,白班,63,8,22,0.913
A000968,P000968,2026-03-02,L004,M001,夜班,58,8,0,0.9508
A000969,P000969,2026-03-02,L005,M005,白班,59,8,37,0.9833
A000970,P000970,2026-03-02,L005,M005,夜班,58,8,18,0.9508
A000971,P000971,2026-03-02,L006,M005,白班,56,8,18,1.0182
A000972,P000972,2026-03-02,L006,M005,夜班,50,8,10,0.9434
A000973,P000973,2026-03-02,L007,M008,白班,42,8,0,0.9767
A000974,P000974,2026-03-02,L007,M007,夜班,47,8,32,1.0
A000975,P000975,2026-03-02,L008,M006,白班,83,8,13,1.0122
A000976,P000976,2026-03-02,L008,M006,夜班,87,8,22,1.0235
A000977,P000977,2026-03-03,L001,M001,白班,90,8,37,0.9375
A000978,P000978,2026-03-03,L001,M001,夜班,88,8,20,0.9462
A000979,P000979,2026-03-03,L002,M004,白班,71,8,21,0.9726
A000980,P000980,2026-03-03,L002,M004,夜班,79,8,24,0.9634
A000981,P000981,2026-03-03,L003,M004,白班,73,8,1,0.9125
A000982,P000982,2026-03-03,L003,M004,夜班,57,8,55,0.8261
A000983,P000983,2026-03-03,L004,M001,白班,67,8,29,1.0
A000984,P000984,2026-03-03,L004,M001,夜班,63,8,10,1.0
A000985,P000985,2026-03-03,L005,M006,白班,49,8,10,0.9423
A000986,P000986,2026-03-03,L005,M005,夜班,54,8,48,1.0189
A000987,P000987,2026-03-03,L006,M005,白班,57,8,50,1.0
A000988,P000988,2026-03-03,L006,M005,夜班,54,8,11,1.0
A000989,P000989,2026-03-03,L007,M008,白班,42,8,19,0.913
A000990,P000990,2026-03-03,L007,M007,夜班,48,8,32,1.0213
A000991,P000991,2026-03-03,L008,M006,白班,76,8,20,0.95
A000992,P000992,2026-03-03,L008,M002,夜班,69,8,16,0.9079
A000993,P000993,2026-03-04,L001,M002,白班,97,8,0,1.0
A000994,P000994,2026-03-04,L001,M002,夜班,88,8,23,0.9263
A000995,P000995,2026-03-04,L002,M004,白班,81,8,3,1.0
A000996,P000996,2026-03-04,L002,M004,夜班,74,8,30,0.9367
A000997,P000997,2026-03-04,L003,M003,白班,79,8,29,0.9753
A000998,P000998,2026-03-04,L003,M004,夜班,58,8,60,0.8286
A000999,P000999,2026-03-04,L004,M002,白班,58,8,22,0.9667
A001000,P001000,2026-03-04,L004,M002,夜班,67,8,28,1.0152
A001001,P001001,2026-03-04,L005,M006,白班,61,8,16,0.9531
A001002,P001002,2026-03-04,L005,M005,夜班,48,8,7,0.9412
A001003,P001003,2026-03-04,L006,M006,白班,49,8,10,0.9245
A001004,P001004,2026-03-04,L006,M006,夜班,56,8,16,0.9825
A001005,P001005,2026-03-04,L007,M008,白班,43,8,29,0.9348
A001006,P001006,2026-03-04,L007,M007,夜班,50,8,12,0.9091
A001007,P001007,2026-03-04,L008,M008,白班,80,8,41,0.9877
A001008,P001008,2026-03-04,L008,M001,夜班,72,8,9,1.0
A001009,P001009,2026-03-05,L001,M001,白班,90,8,19,0.9184
A001010,P001010,2026-03-05,L001,M002,夜班,85,8,14,0.9659
A001011,P001011,2026-03-05,L002,M004,白班,77,8,3,1.0267
A001012,P001012,2026-03-05,L002,M004,夜班,84,8,17,0.9655
A001013,P001013,2026-03-05,L003,M003,白班,63,8,38,0.9545
A001014,P001014,2026-03-05,L003,M004,夜班,67,8,66,0.8272
A001015,P001015,2026-03-05,L004,M001,白班,58,8,5,0.9667
A001016,P001016,2026-03-05,L004,M002,夜班,67,8,10,1.0
A001017,P001017,2026-03-05,L005,M006,白班,53,8,13,1.0192
A001018,P001018,2026-03-05,L005,M006,夜班,64,8,12,1.0
A001019,P001019,2026-03-05,L006,M006,白班,52,8,8,0.9123
A001020,P001020,2026-03-05,L006,M005,夜班,50,8,30,0.9615
A001021,P001021,2026-03-05,L007,M008,白班,50,8,21,0.9434
A001022,P001022,2026-03-05,L007,M008,夜班,50,8,13,0.9434
A001023,P001023,2026-03-05,L008,M008,白班,65,8,21,0.9286
A001024,P001024,2026-03-05,L008,M002,夜班,85,8,0,1.0119
A001025,P001025,2026-03-06,L001,M002,白班,85,8,27,0.9659
A001026,P001026,2026-03-06,L001,M001,夜班,97,8,42,1.0211
A001027,P001027,2026-03-06,L002,M004,白班,86,8,23,1.0238
A001028,P001028,2026-03-06,L002,M004,夜班,86,8,6,0.9885
A001029,P001029,2026-03-06,L003,M003,白班,67,8,7,0.9306
A001030,P001030,2026-03-06,L003,M003,夜班,68,8,33,0.8395
A001031,P001031,2026-03-06,L004,M001,白班,62,8,15,1.0164
A001032,P001032,2026-03-06,L004,M001,夜班,61,8,20,0.9531
A001033,P001033,2026-03-06,L005,M006,白班,51,8,11,1.0
A001034,P001034,2026-03-06,L005,M005,夜班,59,8,27,0.9833
A001035,P001035,2026-03-06,L006,M005,白班,52,8,6,1.0
A001036,P001036,2026-03-06,L006,M005,夜班,46,8,8,0.9388
A001037,P001037,2026-03-06,L007,M008,白班,49,8,7,1.0
A001038,P001038,2026-03-06,L007,M007,夜班,45,8,7,1.0
A001039,P001039,2026-03-06,L008,M001,白班,75,8,25,1.0
A001040,P001040,2026-03-06,L008,M004,夜班,77,8,22,0.9625
A001041,P001041,2026-03-07,L001,M002,白班,82,8,21,0.988
A001042,P001042,2026-03-07,L001,M002,夜班,86,8,20,0.9773
A001043,P001043,2026-03-07,L002,M003,白班,73,8,38,1.0139
A001044,P001044,2026-03-07,L002,M004,夜班,76,8,7,1.0
A001045,P001045,2026-03-07,L003,M003,白班,67,8,15,0.9853
A001046,P001046,2026-03-07,L003,M004,夜班,56,8,54,0.8889
A001047,P001047,2026-03-07,L004,M002,白班,64,8,23,1.0
A001048,P001048,2026-03-07,L004,M002,夜班,66,8,17,0.9851
A001049,P001049,2026-03-07,L005,M006,白班,48,8,4,1.0213
A001050,P001050,2026-03-07,L005,M006,夜班,46,8,26,0.9388
A001051,P001051,2026-03-07,L006,M005,白班,50,8,37,0.9615
A001052,P001052,2026-03-07,L006,M005,夜班,45,8,0,0.9783
A001053,P001053,2026-03-07,L007,M007,白班,43,8,18,0.9773
A001054,P001054,2026-03-07,L007,M007,夜班,43,8,25,1.0
A001055,P001055,2026-03-07,L008,M004,白班,66,8,21,0.9706
A001056,P001056,2026-03-07,L008,M006,夜班,63,8,12,0.9265
A001057,P001057,2026-03-08,L001,M002,白班,53,8,24,0.9464
A001058,P001058,2026-03-08,L001,M001,夜班,55,8,25,1.0
A001059,P001059,2026-03-08,L002,M003,白班,56,8,37,0.9492
A001060,P001060,2026-03-08,L002,M004,夜班,52,8,23,0.9123
A001061,P001061,2026-03-08,L003,M003,白班,55,8,12,1.0
A001062,P001062,2026-03-08,L003,M003,夜班,51,8,35,0.8947
A001063,P001063,2026-03-08,L004,M002,白班,47,8,24,0.9792
A001064,P001064,2026-03-08,L004,M001,夜班,48,8,11,0.9231
A001065,P001065,2026-03-08,L005,M006,白班,36,8,17,0.9474
A001066,P001066,2026-03-08,L005,M006,夜班,39,8,0,1.0
A001067,P001067,2026-03-08,L006,M005,白班,36,8,24,1.0286
A001068,P001068,2026-03-08,L006,M005,夜班,39,8,18,0.9286
A001069,P001069,2026-03-08,L007,M008,白班,31,8,11,0.9688
A001070,P001070,2026-03-08,L007,M007,夜班,39,8,19,1.0263
A001071,P001071,2026-03-08,L008,M005,白班,58,8,17,0.9667
A001072,P001072,2026-03-08,L008,M001,夜班,50,8,20,0.9091
A001073,P001073,2026-03-09,L001,M001,白班,78,8,18,0.9512
A001074,P001074,2026-03-09,L001,M001,夜班,86,8,16,0.9556
A001075,P001075,2026-03-09,L002,M004,白班,84,8,34,0.9767
A001076,P001076,2026-03-09,L002,M003,夜班,73,8,38,0.9481
A001077,P001077,2026-03-09,L003,M003,白班,70,8,41,0.9459
A001078,P001078,2026-03-09,L003,M004,夜班,61,8,30,0.7821
A001079,P001079,2026-03-09,L004,M002,白班,65,8,20,0.9848
A001080,P001080,2026-03-09,L004,M001,夜班,66,8,15,0.9429
A001081,P001081,2026-03-09,L005,M006,白班,55,8,41,0.9649
A001082,P001082,2026-03-09,L005,M006,夜班,56,8,2,1.0
A001083,P001083,2026-03-09,L006,M006,白班,48,8,26,0.9231
A001084,P001084,2026-03-09,L006,M005,夜班,59,8,15,1.0172
A001085,P001085,2026-03-09,L007,M007,白班,52,8,17,0.963
A001086,P001086,2026-03-09,L007,M007,夜班,49,8,14,0.98
A001087,P001087,2026-03-09,L008,M006,白班,64,8,12,0.9275
A001088,P001088,2026-03-09,L008,M006,夜班,70,8,5,1.0145
A001089,P001089,2026-03-10,L001,M001,白班,96,8,12,1.0323
A001090,P001090,2026-03-10,L001,M001,夜班,84,8,26,0.9333
A001091,P001091,2026-03-10,L002,M003,白班,70,8,7,1.0294
A001092,P001092,2026-03-10,L002,M004,夜班,73,8,8,0.9605
A001093,P001093,2026-03-10,L003,M003,白班,62,8,14,0.9538
A001094,P001094,2026-03-10,L003,M003,夜班,66,8,65,0.88
A001095,P001095,2026-03-10,L004,M001,白班,61,8,37,1.0
A001096,P001096,2026-03-10,L004,M002,夜班,67,8,32,0.9178
A001097,P001097,2026-03-10,L005,M005,白班,51,8,21,1.0
A001098,P001098,2026-03-10,L005,M006,夜班,61,8,29,1.0339
A001099,P001099,2026-03-10,L006,M005,白班,49,8,21,1.0
A001100,P001100,2026-03-10,L006,M005,夜班,58,8,27,0.9667
A001101,P001101,2026-03-10,L007,M007,白班,46,8,4,1.0
A001102,P001102,2026-03-10,L007,M008,夜班,55,8,30,1.0
A001103,P001103,2026-03-10,L008,M001,白班,82,8,35,0.9425
A001104,P001104,2026-03-10,L008,M007,夜班,68,8,11,0.9855
A001105,P001105,2026-03-11,L001,M001,白班,89,8,33,1.0114
A001106,P001106,2026-03-11,L001,M001,夜班,81,8,40,0.9878
A001107,P001107,2026-03-11,L002,M004,白班,63,8,15,0.913
A001108,P001108,2026-03-11,L002,M004,夜班,78,8,15,0.9176
A001109,P001109,2026-03-11,L003,M003,白班,74,8,7,1.0137
A001110,P001110,2026-03-11,L003,M004,夜班,56,8,53,0.8485
A001111,P001111,2026-03-11,L004,M002,白班,66,8,10,1.0154
A001112,P001112,2026-03-11,L004,M002,夜班,58,8,24,0.9508
A001113,P001113,2026-03-11,L005,M005,白班,56,8,36,0.9333
A001114,P001114,2026-03-11,L005,M006,夜班,58,8,26,0.9355
A001115,P001115,2026-03-11,L006,M005,白班,53,8,10,1.0192
A001116,P001116,2026-03-11,L006,M006,夜班,48,8,12,1.0
A001117,P001117,2026-03-11,L007,M008,白班,54,8,25,1.0
A001118,P001118,2026-03-11,L007,M008,夜班,51,8,34,0.9808
A001119,P001119,2026-03-11,L008,M006,白班,73,8,25,0.9481
A001120,P001120,2026-03-11,L008,M001,夜班,73,8,8,0.9733
A001121,P001121,2026-03-12,L001,M001,白班,92,8,26,0.9485
A001122,P001122,2026-03-12,L001,M002,夜班,95,8,36,1.0106
A001123,P001123,2026-03-12,L002,M004,白班,69,8,20,0.9857
A001124,P001124,2026-03-12,L002,M004,夜班,73,8,31,0.9481
A001125,P001125,2026-03-12,L003,M003,白班,68,8,24,0.9714
A001126,P001126,2026-03-12,L003,M003,夜班,56,8,49,0.7887
A001127,P001127,2026-03-12,L004,M002,白班,61,8,0,1.0
A001128,P001128,2026-03-12,L004,M002,夜班,64,8,27,0.9412
A001129,P001129,2026-03-12,L005,M005,白班,57,8,16,1.0
A001130,P001130,2026-03-12,L005,M005,夜班,51,8,13,0.9623
A001131,P001131,2026-03-12,L006,M005,白班,50,8,24,0.9615
A001132,P001132,2026-03-12,L006,M005,夜班,52,8,18,0.9455
A001133,P001133,2026-03-12,L007,M007,白班,45,8,10,1.0227
A001134,P001134,2026-03-12,L007,M007,夜班,46,8,24,0.9388
A001135,P001135,2026-03-12,L008,M003,白班,89,8,37,1.023
A001136,P001136,2026-03-12,L008,M002,夜班,76,8,50,0.9157
A001137,P001137,2026-03-13,L001,M002,白班,83,8,28,0.9222
A001138,P001138,2026-03-13,L001,M001,夜班,90,8,45,0.9375
A001139,P001139,2026-03-13,L002,M003,白班,82,8,27,0.9647
A001140,P001140,2026-03-13,L002,M003,夜班,67,8,28,0.9437
A001141,P001141,2026-03-13,L003,M004,白班,65,8,14,0.9701
A001142,P001142,2026-03-13,L003,M004,夜班,61,8,51,0.8592
A001143,P001143,2026-03-13,L004,M001,白班,73,8,23,1.0282
A001144,P001144,2026-03-13,L004,M002,夜班,71,8,28,0.9861
A001145,P001145,2026-03-13,L005,M005,白班,54,8,38,1.0189
A001146,P001146,2026-03-13,L005,M006,夜班,55,8,0,0.9649
A001147,P001147,2026-03-13,L006,M005,白班,55,8,15,0.9483
A001148,P001148,2026-03-13,L006,M006,夜班,52,8,3,0.9455
A001149,P001149,2026-03-13,L007,M008,白班,50,8,19,1.0
A001150,P001150,2026-03-13,L007,M008,夜班,49,8,5,1.0
A001151,P001151,2026-03-13,L008,M007,白班,70,8,29,0.9211
A001152,P001152,2026-03-13,L008,M007,夜班,68,8,29,0.9444
A001153,P001153,2026-03-14,L001,M002,白班,72,8,17,0.9863
A001154,P001154,2026-03-14,L001,M001,夜班,72,8,35,0.9863
A001155,P001155,2026-03-14,L002,M004,白班,80,8,35,1.0127
A001156,P001156,2026-03-14,L002,M004,夜班,69,8,19,0.9452
A001157,P001157,2026-03-14,L003,M003,白班,63,8,21,0.9844
A001158,P001158,2026-03-14,L003,M003,夜班,56,8,60,0.8358
A001159,P001159,2026-03-14,L004,M002,白班,66,8,14,0.9851
A001160,P001160,2026-03-14,L004,M001,夜班,56,8,17,0.918
A001161,P001161,2026-03-14,L005,M006,白班,51,8,23,0.9623
A001162,P001162,2026-03-14,L005,M006,夜班,49,8,48,0.9423
A001163,P001163,2026-03-14,L006,M006,白班,56,8,39,1.0182
A001164,P001164,2026-03-14,L006,M005,夜班,50,8,23,0.9434
A001165,P001165,2026-03-14,L007,M008,白班,38,8,28,0.9268
A001166,P001166,2026-03-14,L007,M008,夜班,45,8,26,0.9184
A001167,P001167,2026-03-14,L008,M005,白班,73,8,25,0.9733
A001168,P001168,2026-03-14,L008,M007,夜班,68,8,13,1.0
A001169,P001169,2026-03-15,L001,M001,白班,64,8,28,1.0
A001170,P001170,2026-03-15,L001,M002,夜班,59,8,33,0.9833
A001171,P001171,2026-03-15,L002,M004,白班,52,8,1,1.0
A001172,P001172,2026-03-15,L002,M004,夜班,48,8,35,0.96
A001173,P001173,2026-03-15,L003,M004,白班,49,8,31,1.0
A001174,P001174,2026-03-15,L003,M004,夜班,42,8,39,0.875
A001175,P001175,2026-03-15,L004,M002,白班,52,8,19,1.0196
A001176,P001176,2026-03-15,L004,M002,夜班,48,8,26,0.9412
A001177,P001177,2026-03-15,L005,M005,白班,38,8,0,0.9048
A001178,P001178,2026-03-15,L005,M005,夜班,40,8,14,1.0
A001179,P001179,2026-03-15,L006,M006,白班,34,8,15,0.9189
A001180,P001180,2026-03-15,L006,M005,夜班,34,8,6,0.9189
A001181,P001181,2026-03-15,L007,M008,白班,30,8,31,0.9091
A001182,P001182,2026-03-15,L007,M008,夜班,37,8,6,1.0278
A001183,P001183,2026-03-15,L008,M001,白班,58,8,17,0.9667
