energy_id,usage_date,workshop,line_id,model_id,shift,electricity_kwh,water_ton,gas_m3,energy_per_vehicle
E001415,2026-03-30,涂装车间,L004,M001,白班,7969.4,23.8,104.9,107.69
E001416,2026-03-30,涂装车间,L004,M002,夜班,9045.9,23.9,41.4,133.03
E001417,2026-03-30,总装车间,L005,M005,白班,13166.0,13.6,74.7,227.0
E001418,2026-03-30,总装车间,L005,M006,夜班,18119.6,15.0,45.1,283.12
E001419,2026-03-30,焊装车间,L006,M005,白班,11921.8,13.5,43.2,238.44
E001420,2026-03-30,焊装车间,L006,M006,夜班,15520.7,14.9,33.2,298.48
E001421,2026-03-30,总装车间,L007,M008,白班,8743.3,10.1,21.4,213.25
E001422,2026-03-30,总装车间,L007,M007,夜班,9338.2,11.6,55.3,207.52
E001423,2026-03-30,检测车间,L008,M002,白班,8563.3,21.3,60.7,107.04
E001424,2026-03-30,检测车间,L008,M001,夜班,8170.0,18.0,79.8,93.91
E001425,2026-03-31,总装车间,L001,M002,白班,9938.7,29.7,55.4,103.53
E001426,2026-03-31,总装车间,L001,M002,夜班,10352.9,27.5,63.4,110.14
E001427,2026-03-31,焊装车间,L002,M004,白班,10308.1,20.6,47.1,151.59
E001428,2026-03-31,焊装车间,L002,M004,夜班,12502.6,22.2,39.7,168.95
E001429,2026-03-31,总装车间,L003,M003,白班,10576.8,20.1,104.2,133.88
E001430,2026-03-31,总装车间,L003,M003,夜班,9193.3,13.6,56.7,150.71
E001431,2026-03-31,涂装车间,L004,M001,白班,7102.6,18.6,83.0,102.94
E001432,2026-03-31,涂装车间,L004,M001,夜班,7964.2,20.7,79.6,113.77
E001433,2026-03-31,总装车间,L005,M005,白班,11034.4,11.0,60.5,208.2
E001434,2026-03-31,总装车间,L005,M006,夜班,15002.9,15.0,45.0,283.07
E001435,2026-03-31,焊装车间,L006,M006,白班,14225.4,11.3,24.1,290.31
E001436,2026-03-31,焊装车间,L006,M005,夜班,11629.7,13.4,73.3,232.59
E001437,2026-03-31,总装车间,L007,M007,白班,8892.6,10.8,65.1,193.32
E001438,2026-03-31,总装车间,L007,M008,夜班,11937.9,14.3,44.6,229.57
E001439,2026-03-31,检测车间,L008,M006,白班,20038.8,23.4,69.2,247.39
E001440,2026-03-31,检测车间,L008,M006,夜班,17964.0,14.3,65.4,233.3
E001441,2026-04-01,总装车间,L001,M002,白班,9299.0,20.7,43.6,113.4
E001442,2026-04-01,总装车间,L001,M001,夜班,8023.0,25.5,92.2,99.05
E001443,2026-04-01,焊装车间,L002,M004,白班,11789.2,19.1,57.0,170.86
E001444,2026-04-01,焊装车间,L002,M004,夜班,10774.1,12.6,41.1,168.35
E001445,2026-04-01,总装车间,L003,M004,白班,10010.0,13.3,56.3,149.4
E001446,2026-04-01,总装车间,L003,M003,夜班,7402.7,15.2,53.3,142.36
E001447,2026-04-01,涂装车间,L004,M001,白班,6030.6,13.8,76.0,107.69
E001448,2026-04-01,涂装车间,L004,M002,夜班,8663.5,14.8,43.7,135.37
E001449,2026-04-01,总装车间,L005,M005,白班,12632.1,15.7,69.1,225.57
E001450,2026-04-01,总装车间,L005,M005,夜班,13010.5,10.8,59.6,245.48
E001451,2026-04-01,焊装车间,L006,M006,白班,13071.2,12.9,31.8,278.11
E001452,2026-04-01,焊装车间,L006,M006,夜班,15099.1,15.4,25.4,296.06
E001453,2026-04-01,总装车间,L007,M008,白班,11081.9,12.0,31.0,226.16
E001454,2026-04-01,总装车间,L007,M008,夜班,11642.2,10.5,38.0,219.66
E001455,2026-04-01,检测车间,L008,M001,白班,6808.8,15.8,98.0,88.43
E001456,2026-04-01,检测车间,L008,M006,夜班,17459.4,16.7,44.7,239.17
E001457,2026-04-02,总装车间,L001,M002,白班,8965.5,18.3,40.4,112.07
E001458,2026-04-02,总装车间,L001,M002,夜班,8837.8,19.6,40.6,116.29
E001459,2026-04-02,焊装车间,L002,M003,白班,11225.9,15.9,110.9,136.9
E001460,2026-04-02,焊装车间,L002,M003,夜班,9127.2,18.6,73.1,138.29
E001461,2026-04-02,总装车间,L003,M004,白班,9914.5,13.6,38.8,145.8
E001462,2026-04-02,总装车间,L003,M004,夜班,7810.2,12.5,32.8,153.14
E001463,2026-04-02,涂装车间,L004,M002,白班,8059.1,15.2,39.3,120.29
E001464,2026-04-02,涂装车间,L004,M002,夜班,8655.1,17.0,37.4,121.9
E001465,2026-04-02,总装车间,L005,M006,白班,14916.5,13.9,39.5,276.23
E001466,2026-04-02,总装车间,L005,M005,夜班,12980.8,19.3,71.1,220.01
E001467,2026-04-02,焊装车间,L006,M006,白班,14286.5,18.3,28.0,255.12
E001468,2026-04-02,焊装车间,L006,M006,夜班,14630.7,10.9,35.2,298.59
E001469,2026-04-02,总装车间,L007,M008,白班,11155.5,16.3,25.4,223.11
E001470,2026-04-02,总装车间,L007,M007,夜班,9353.8,10.8,41.6,212.59
E001471,2026-04-02,检测车间,L008,M001,白班,7611.4,15.3,93.0,90.61
E001472,2026-04-02,检测车间,L008,M008,夜班,16046.1,14.3,44.2,205.72
E001473,2026-04-03,总装车间,L001,M001,白班,6954.8,24.1,102.6,89.16
E001474,2026-04-03,总装车间,L001,M002,夜班,9350.7,25.4,44.8,115.44
E001475,2026-04-03,焊装车间,L002,M004,白班,12299.2,19.2,63.9,163.99
E001476,2026-04-03,焊装车间,L002,M004,夜班,11893.9,14.1,49.4,167.52
E001477,2026-04-03,总装车间,L003,M003,白班,8849.0,13.9,79.9,134.08
E001478,2026-04-03,总装车间,L003,M003,夜班,9072.8,19.8,79.7,146.34
E001479,2026-04-03,涂装车间,L004,M002,白班,8231.0,17.7,45.4,126.63
E001480,2026-04-03,涂装车间,L004,M001,夜班,8134.3,18.5,93.5,117.89
E001481,2026-04-03,总装车间,L005,M005,白班,12123.0,11.1,77.2,212.68
E001482,2026-04-03,总装车间,L005,M006,夜班,16816.7,17.5,31.1,280.28
E001483,2026-04-03,焊装车间,L006,M006,白班,12262.2,11.5,33.8,260.9
E001484,2026-04-03,焊装车间,L006,M006,夜班,12816.1,13.6,24.4,278.61
E001485,2026-04-03,总装车间,L007,M007,白班,10766.4,14.3,61.2,207.05
E001486,2026-04-03,总装车间,L007,M007,夜班,10586.2,13.4,76.4,207.57
E001487,2026-04-03,检测车间,L008,M005,白班,15187.6,18.5,103.8,220.11
E001488,2026-04-03,检测车间,L008,M003,夜班,11244.1,24.6,110.7,133.86
E001489,2026-04-04,总装车间,L001,M002,白班,9216.2,16.9,66.1,112.39
E001490,2026-04-04,总装车间,L001,M001,夜班,6943.5,21.1,90.1,100.63
E001491,2026-04-04,焊装车间,L002,M003,白班,7927.1,19.0,91.1,127.86
E001492,2026-04-04,焊装车间,L002,M004,夜班,11741.7,14.8,38.7,172.67
E001493,2026-04-04,总装车间,L003,M003,白班,8885.1,18.1,65.4,134.62
E001494,2026-04-04,总装车间,L003,M003,夜班,8736.8,14.8,78.8,148.08
E001495,2026-04-04,涂装车间,L004,M001,白班,6301.5,16.2,62.9,110.55
E001496,2026-04-04,涂装车间,L004,M001,夜班,6212.7,12.6,88.1,108.99
E001497,2026-04-04,总装车间,L005,M005,白班,11178.9,10.6,63.1,219.19
E001498,2026-04-04,总装车间,L005,M006,夜班,12516.9,12.7,31.9,260.77
E001499,2026-04-04,焊装车间,L006,M005,白班,10300.7,13.6,57.5,245.25
E001500,2026-04-04,焊装车间,L006,M005,夜班,12483.5,10.7,52.6,249.67
E001501,2026-04-04,总装车间,L007,M007,白班,7615.0,9.6,42.6,185.73
E001502,2026-04-04,总装车间,L007,M007,夜班,8399.4,13.5,44.6,204.86
E001503,2026-04-04,检测车间,L008,M007,白班,12313.4,11.9,91.1,183.78
E001504,2026-04-04,检测车间,L008,M003,夜班,8770.1,15.6,57.0,137.03
E001505,2026-04-05,总装车间,L001,M001,白班,5762.6,20.1,83.2,88.66
E001506,2026-04-05,总装车间,L001,M001,夜班,5580.4,15.3,59.3,91.48
E001507,2026-04-05,焊装车间,L002,M003,白班,7407.8,11.7,70.3,151.18
E001508,2026-04-05,焊装车间,L002,M003,夜班,8479.9,16.5,74.6,141.33
E001509,2026-04-05,总装车间,L003,M003,白班,5698.6,12.6,43.9,129.51
E001510,2026-04-05,总装车间,L003,M004,夜班,6246.0,9.6,28.7,160.15
E001511,2026-04-05,涂装车间,L004,M001,白班,5320.7,12.7,53.4,115.67
E001512,2026-04-05,涂装车间,L004,M002,夜班,5088.0,9.6,20.6,130.46
E001513,2026-04-05,总装车间,L005,M006,白班,9509.3,8.7,25.2,250.24
E001514,2026-04-05,总装车间,L005,M005,夜班,9510.6,8.5,58.0,243.86
E001515,2026-04-05,焊装车间,L006,M006,白班,10932.2,8.7,28.9,287.69
E001516,2026-04-05,焊装车间,L006,M005,夜班,9362.7,13.3,38.7,228.36
E001517,2026-04-05,总装车间,L007,M008,白班,7433.6,11.0,21.5,218.64
E001518,2026-04-05,总装车间,L007,M008,夜班,7197.2,9.6,26.8,224.91
E001519,2026-04-05,检测车间,L008,M005,白班,9198.7,11.9,47.9,195.72
E001520,2026-04-05,检测车间,L008,M004,夜班,8748.9,14.2,48.5,156.23
E001521,2026-04-06,总装车间,L001,M002,白班,8259.4,20.1,60.9,111.61
E001522,2026-04-06,总装车间,L001,M001,夜班,8644.8,27.5,93.9,98.24
E001523,2026-04-06,焊装车间,L002,M004,白班,12190.7,25.7,65.8,152.38
E001524,2026-04-06,焊装车间,L002,M004,夜班,11648.3,18.6,59.2,166.4
E001525,2026-04-06,总装车间,L003,M004,白班,11405.6,20.7,45.3,160.64
E001526,2026-04-06,总装车间,L003,M003,夜班,9076.2,11.6,69.2,151.27
E001527,2026-04-06,涂装车间,L004,M002,白班,6730.6,19.4,37.0,118.08
E001528,2026-04-06,涂装车间,L004,M002,夜班,7904.7,16.9,35.4,123.51
E001529,2026-04-06,总装车间,L005,M005,白班,11471.2,12.0,77.9,208.57
E001530,2026-04-06,总装车间,L005,M005,夜班,12454.4,14.6,54.7,244.2
E001531,2026-04-06,焊装车间,L006,M006,白班,11400.3,10.8,24.6,253.34
E001532,2026-04-06,焊装车间,L006,M006,夜班,14671.4,13.9,37.5,276.82
E001533,2026-04-06,总装车间,L007,M007,白班,9158.1,10.0,69.3,190.79
E001534,2026-04-06,总装车间,L007,M008,夜班,9914.7,8.6,29.0,225.33
E001535,2026-04-06,检测车间,L008,M008,白班,14449.7,15.5,64.8,187.66
E001536,2026-04-06,检测车间,L008,M001,夜班,7163.0,14.7,100.6,94.25
E001537,2026-04-07,总装车间,L001,M002,白班,11162.4,29.0,69.7,118.75
E001538,2026-04-07,总装车间,L001,M001,夜班,9316.0,18.1,104.3,104.67
E001539,2026-04-07,焊装车间,L002,M004,白班,10783.9,13.7,42.9,151.89
E001540,2026-04-07,焊装车间,L002,M004,夜班,14085.2,19.7,46.5,169.7
E001541,2026-04-07,总装车间,L003,M004,白班,9477.5,14.6,52.9,155.37
E001542,2026-04-07,总装车间,L003,M003,夜班,8497.2,17.0,61.3,149.07
E001543,2026-04-07,涂装车间,L004,M002,白班,8323.4,17.8,44.7,132.12
E001544,2026-04-07,涂装车间,L004,M001,夜班,6881.0,12.8,68.3,109.22
E001545,2026-04-07,总装车间,L005,M005,白班,11867.2,12.7,63.8,219.76
E001546,2026-04-07,总装车间,L005,M005,夜班,12745.7,11.3,73.2,223.61
E001547,2026-04-07,焊装车间,L006,M006,白班,14450.3,14.7,44.6,253.51
E001548,2026-04-07,焊装车间,L006,M006,夜班,16000.5,15.7,28.5,280.71
E001549,2026-04-07,总装车间,L007,M008,白班,11303.4,13.7,26.4,226.07
E001550,2026-04-07,总装车间,L007,M007,夜班,9684.0,11.0,63.9,197.63
E001551,2026-04-07,检测车间,L008,M003,白班,10747.7,22.6,80.1,127.95
E001552,2026-04-07,检测车间,L008,M002,夜班,8295.3,16.8,62.3,115.21
E001553,2026-04-08,总装车间,L001,M002,白班,8279.0,22.8,44.1,104.8
E001554,2026-04-08,总装车间,L001,M002,夜班,8907.3,22.9,66.8,115.68
E001555,2026-04-08,焊装车间,L002,M004,白班,11486.7,15.1,51.1,159.54
E001556,2026-04-08,焊装车间,L002,M003,夜班,9172.3,18.1,76.9,138.97
E001557,2026-04-08,总装车间,L003,M003,白班,9817.1,21.4,101.5,132.66
E001558,2026-04-08,总装车间,L003,M004,夜班,9541.0,15.0,33.7,173.47
E001559,2026-04-08,涂装车间,L004,M001,白班,8113.3,24.3,101.9,112.68
E001560,2026-04-08,涂装车间,L004,M002,夜班,9575.6,20.8,43.1,134.87
E001561,2026-04-08,总装车间,L005,M006,白班,14412.2,12.7,37.9,288.24
E001562,2026-04-08,总装车间,L005,M005,夜班,11356.7,13.9,73.2,236.6
E001563,2026-04-08,焊装车间,L006,M005,白班,13348.4,13.1,71.9,218.83
E001564,2026-04-08,焊装车间,L006,M006,夜班,15534.1,16.4,45.5,287.67
E001565,2026-04-08,总装车间,L007,M007,白班,10109.7,14.7,47.9,206.32
E001566,2026-04-08,总装车间,L007,M008,夜班,9093.8,7.7,20.8,227.34
E001567,2026-04-08,检测车间,L008,M001,白班,6481.0,16.2,71.8,92.59
E001568,2026-04-08,检测车间,L008,M001,夜班,6773.0,22.8,117.7,89.12
E001569,2026-04-09,总装车间,L001,M001,白班,9032.5,19.1,89.2,92.17
E001570,2026-04-09,总装车间,L001,M001,夜班,9595.9,21.9,114.4,102.08
E001571,2026-04-09,焊装车间,L002,M003,白班,11183.3,23.2,120.3,131.57
E001572,2026-04-09,焊装车间,L002,M003,夜班,9577.7,16.4,73.4,134.9
E001573,2026-04-09,总装车间,L003,M004,白班,12170.7,19.9,67.6,154.06
E001574,2026-04-09,总装车间,L003,M003,夜班,8256.9,12.2,88.5,142.36
E001575,2026-04-09,涂装车间,L004,M002,白班,7122.3,18.8,42.6,114.88
E001576,2026-04-09,涂装车间,L004,M001,夜班,7828.6,16.1,62.7,118.62
E001577,2026-04-09,总装车间,L005,M005,白班,12921.2,13.6,80.3,234.93
E001578,2026-04-09,总装车间,L005,M005,夜班,11473.7,9.3,57.6,249.43
E001579,2026-04-09,焊装车间,L006,M005,白班,14707.8,12.5,71.3,241.11
E001580,2026-04-09,焊装车间,L006,M005,夜班,12617.0,15.4,44.0,257.49
E001581,2026-04-09,总装车间,L007,M008,白班,9988.8,11.8,34.2,203.85
E001582,2026-04-09,总装车间,L007,M007,夜班,9144.8,14.4,45.1,203.22
E001583,2026-04-09,检测车间,L008,M005,白班,15271.1,15.2,108.6,198.33
E001584,2026-04-09,检测车间,L008,M002,夜班,8169.6,17.3,60.1,115.06
E001585,2026-04-10,总装车间,L001,M001,白班,8752.8,26.4,122.3,101.78
E001586,2026-04-10,总装车间,L001,M001,夜班,8169.9,16.0,72.4,98.43
E001587,2026-04-10,焊装车间,L002,M004,白班,10468.4,16.9,37.6,161.05
E001588,2026-04-10,焊装车间,L002,M003,夜班,9289.1,18.8,72.0,136.6
E001589,2026-04-10,总装车间,L003,M004,白班,12561.3,24.9,38.7,161.04
E001590,2026-04-10,总装车间,L003,M004,夜班,10348.3,16.0,47.0,159.2
E001591,2026-04-10,涂装车间,L004,M001,白班,6586.8,21.0,62.4,102.92
E001592,2026-04-10,涂装车间,L004,M001,夜班,6588.0,12.3,62.6,111.66
E001593,2026-04-10,总装车间,L005,M006,白班,15692.8,12.0,50.4,261.55
E001594,2026-04-10,总装车间,L005,M005,夜班,12251.8,15.7,51.7,235.61
E001595,2026-04-10,焊装车间,L006,M006,白班,14609.5,14.2,27.5,286.46
E001596,2026-04-10,焊装车间,L006,M005,夜班,13846.3,14.0,55.3,251.75
E001597,2026-04-10,总装车间,L007,M007,白班,10015.7,13.7,59.7,204.4
E001598,2026-04-10,总装车间,L007,M007,夜班,10938.4,12.3,73.6,202.56
E001599,2026-04-10,检测车间,L008,M008,白班,13196.4,17.8,58.5,188.52
E001600,2026-04-10,检测车间,L008,M001,夜班,7965.3,14.5,75.4,103.45
E001601,2026-04-11,总装车间,L001,M002,白班,7775.1,11.9,46.3,117.8
E001602,2026-04-11,总装车间,L001,M001,夜班,8479.5,16.1,92.3,103.41
E001603,2026-04-11,焊装车间,L002,M003,白班,9923.2,19.3,69.5,134.1
E001604,2026-04-11,焊装车间,L002,M004,夜班,9769.3,19.7,35.7,150.3
E001605,2026-04-11,总装车间,L003,M004,白班,7919.4,14.7,26.9,143.99
E001606,2026-04-11,总装车间,L003,M003,夜班,7173.8,13.9,76.1,143.48
E001607,2026-04-11,涂装车间,L004,M001,白班,7215.0,16.2,91.3,107.69
E001608,2026-04-11,涂装车间,L004,M001,夜班,7062.2,20.5,84.2,113.91
E001609,2026-04-11,总装车间,L005,M005,白班,11783.1,14.2,47.5,240.47
E001610,2026-04-11,总装车间,L005,M006,夜班,12541.4,10.7,28.7,291.66
E001611,2026-04-11,焊装车间,L006,M005,白班,10463.3,15.4,52.9,227.46
E001612,2026-04-11,焊装车间,L006,M005,夜班,11942.0,10.4,58.6,234.16
E001613,2026-04-11,总装车间,L007,M007,白班,8482.9,12.1,54.2,197.28
E001614,2026-04-11,总装车间,L007,M008,夜班,9411.1,9.5,25.6,224.07
E001615,2026-04-11,检测车间,L008,M008,白班,13796.2,18.9,56.9,188.99
E001616,2026-04-11,检测车间,L008,M001,夜班,6902.5,14.7,77.0,100.04
E001617,2026-04-12,总装车间,L001,M001,白班,6225.7,14.2,60.5,102.06
E001618,2026-04-12,总装车间,L001,M001,夜班,6068.0,16.7,83.9,96.32
E001619,2026-04-12,焊装车间,L002,M004,白班,9364.8,11.1,50.3,161.46
E001620,2026-04-12,焊装车间,L002,M004,夜班,7999.5,12.7,25.7,159.99
E001621,2026-04-12,总装车间,L003,M004,白班,6847.6,11.7,37.1,148.86
E001622,2026-04-12,总装车间,L003,M004,夜班,8116.2,11.1,32.0,156.08
E001623,2026-04-12,涂装车间,L004,M001,白班,5194.4,9.9,59.8,115.43
E001624,2026-04-12,涂装车间,L004,M002,夜班,6336.1,15.0,40.6,129.31
E001625,2026-04-12,总装车间,L005,M005,白班,7398.4,7.5,51.0,224.19
E001626,2026-04-12,总装车间,L005,M005,夜班,9089.9,11.9,33.6,245.67
E001627,2026-04-12,焊装车间,L006,M005,白班,9872.3,10.2,42.0,246.81
E001628,2026-04-12,焊装车间,L006,M006,夜班,10297.7,11.0,18.6,294.22
E001629,2026-04-12,总装车间,L007,M008,白班,8269.2,11.9,18.4,223.49
E001630,2026-04-12,总装车间,L007,M007,夜班,7091.5,7.0,50.5,208.57
E001631,2026-04-12,检测车间,L008,M002,白班,6349.0,11.6,29.6,105.82
E001632,2026-04-12,检测车间,L008,M008,夜班,11301.4,13.0,27.0,205.48
E001633,2026-04-13,总装车间,L001,M001,白班,7530.0,23.3,116.9,97.79
E001634,2026-04-13,总装车间,L001,M002,夜班,9855.9,20.2,51.0,115.95
E001635,2026-04-13,焊装车间,L002,M004,白班,12100.7,20.1,64.8,149.39
E001636,2026-04-13,焊装车间,L002,M004,夜班,13544.2,19.9,71.2,159.34
E001637,2026-04-13,总装车间,L003,M004,白班,9324.1,14.7,32.7,143.45
E001638,2026-04-13,总装车间,L003,M004,夜班,11537.5,12.8,37.3,169.67
E001639,2026-04-13,涂装车间,L004,M002,白班,7966.1,18.9,34.6,128.49
E001640,2026-04-13,涂装车间,L004,M002,夜班,9873.7,25.5,49.7,137.13
E001641,2026-04-13,总装车间,L005,M005,白班,11255.6,11.3,76.0,229.71
E001642,2026-04-13,总装车间,L005,M006,夜班,14391.0,16.1,34.2,276.75
E001643,2026-04-13,焊装车间,L006,M005,白班,12265.7,11.5,63.6,219.03
E001644,2026-04-13,焊装车间,L006,M006,夜班,15103.6,14.5,40.8,284.97
E001645,2026-04-13,总装车间,L007,M008,白班,9930.2,10.0,38.5,220.67
E001646,2026-04-13,总装车间,L007,M007,夜班,10510.6,17.4,49.8,206.09
E001647,2026-04-13,检测车间,L008,M008,白班,12690.8,20.1,37.0,192.28
E001648,2026-04-13,检测车间,L008,M005,夜班,18744.8,21.8,129.1,217.96
E001649,2026-04-14,总装车间,L001,M001,白班,8445.8,16.8,85.8,101.76
E001650,2026-04-14,总装车间,L001,M002,夜班,8666.4,15.4,45.8,115.55
E001651,2026-04-14,焊装车间,L002,M004,白班,10967.7,17.0,45.3,158.95
E001652,2026-04-14,焊装车间,L002,M004,夜班,10945.7,17.9,53.5,165.84
E001653,2026-04-14,总装车间,L003,M003,白班,9426.5,17.8,69.1,132.77
E001654,2026-04-14,总装车间,L003,M003,夜班,9251.0,15.0,84.2,146.84
E001655,2026-04-14,涂装车间,L004,M001,白班,7556.8,15.2,58.4,114.5
E001656,2026-04-14,涂装车间,L004,M001,夜班,6562.2,17.6,68.1,105.84
E001657,2026-04-14,总装车间,L005,M005,白班,10197.4,12.2,69.9,221.68
E001658,2026-04-14,总装车间,L005,M006,夜班,15223.8,11.7,46.4,276.8
E001659,2026-04-14,焊装车间,L006,M005,白班,11278.5,16.1,49.8,216.89
E001660,2026-04-14,焊装车间,L006,M006,夜班,14158.2,17.5,33.3,277.61
E001661,2026-04-14,总装车间,L007,M007,白班,9325.0,12.9,49.7,198.4
E001662,2026-04-14,总装车间,L007,M007,夜班,9658.2,14.3,58.1,209.96
E001663,2026-04-14,检测车间,L008,M003,白班,8335.6,14.5,86.5,122.58
E001664,2026-04-14,检测车间,L008,M007,夜班,16037.0,15.3,90.9,193.22
E001665,2026-04-15,总装车间,L001,M002,白班,8257.5,14.2,59.3,105.87
E001666,2026-04-15,总装车间,L001,M001,夜班,8426.3,19.0,119.0,92.6
E001667,2026-04-15,焊装车间,L002,M004,白班,11884.6,19.3,37.8,160.6
E001668,2026-04-15,焊装车间,L002,M003,夜班,9362.1,21.9,87.2,139.73
E001669,2026-04-15,总装车间,L003,M004,白班,9206.0,13.4,52.5,153.43
E001670,2026-04-15,总装车间,L003,M003,夜班,8054.7,15.3,73.2,141.31
E001671,2026-04-15,涂装车间,L004,M001,白班,6929.4,22.9,75.9,101.9
E001672,2026-04-15,涂装车间,L004,M002,夜班,8380.1,17.8,53.2,135.16
E001673,2026-04-15,总装车间,L005,M005,白班,11156.6,16.1,69.9,223.13
E001674,2026-04-15,总装车间,L005,M005,夜班,12205.4,15.1,48.5,254.28
E001675,2026-04-15,焊装车间,L006,M005,白班,12903.2,13.1,76.3,226.37
E001676,2026-04-15,焊装车间,L006,M005,夜班,13996.6,12.5,66.3,241.32
E001677,2026-04-15,总装车间,L007,M008,白班,10731.5,12.1,41.6,214.63
E001678,2026-04-15,总装车间,L007,M007,夜班,9389.7,12.3,75.5,191.63
E001679,2026-04-15,检测车间,L008,M001,白班,8044.2,16.6,104.7,95.76
E001680,2026-04-15,检测车间,L008,M004,夜班,10879.0,19.3,36.7,147.01
E001681,2026-04-16,总装车间,L001,M001,白班,8799.1,17.9,100.9,92.62
E001682,2026-04-16,总装车间,L001,M001,夜班,9758.7,19.4,87.1,98.57
E001683,2026-04-16,焊装车间,L002,M004,白班,11528.1,21.5,43.1,167.07
E001684,2026-04-16,焊装车间,L002,M004,夜班,11934.3,16.5,42.3,161.27
E001685,2026-04-16,总装车间,L003,M003,白班,10034.3,22.0,64.1,139.37
E001686,2026-04-16,总装车间,L003,M003,夜班,9290.8,18.2,54.7,152.31
E001687,2026-04-16,涂装车间,L004,M001,白班,7676.1,22.6,67.0,106.61
E001688,2026-04-16,涂装车间,L004,M002,夜班,7516.1,15.3,40.7,125.27
E001689,2026-04-16,总装车间,L005,M006,白班,13151.8,12.7,34.6,263.04
E001690,2026-04-16,总装车间,L005,M006,夜班,13192.9,10.4,28.4,269.24
E001691,2026-04-16,焊装车间,L006,M006,白班,15466.2,15.9,32.7,266.66
E001692,2026-04-16,焊装车间,L006,M006,夜班,16906.0,12.3,49.2,281.77
E001693,2026-04-16,总装车间,L007,M008,白班,9923.1,15.8,24.0,211.13
E001694,2026-04-16,总装车间,L007,M008,夜班,11460.0,11.9,38.1,243.83
E001695,2026-04-16,检测车间,L008,M006,白班,20806.8,24.7,41.3,253.74
E001696,2026-04-16,检测车间,L008,M003,夜班,11011.5,21.7,85.9,128.04
E001697,2026-04-17,总装车间,L001,M001,白班,7155.8,16.5,91.7,95.41
E001698,2026-04-17,总装车间,L001,M001,夜班,7448.3,22.9,89.0,100.65
E001699,2026-04-17,焊装车间,L002,M004,白班,11415.8,21.4,46.3,170.39
E001700,2026-04-17,焊装车间,L002,M003,夜班,11975.3,27.3,128.8,137.65
E001701,2026-04-17,总装车间,L003,M004,白班,10236.4,14.2,48.4,144.17
E001702,2026-04-17,总装车间,L003,M003,夜班,8756.1,19.3,81.5,138.99
E001703,2026-04-17,涂装车间,L004,M001,白班,6663.9,18.2,72.8,104.12
E001704,2026-04-17,涂装车间,L004,M002,夜班,9280.2,16.3,49.1,127.13
E001705,2026-04-17,总装车间,L005,M006,白班,11778.8,10.9,36.8,267.7
E001706,2026-04-17,总装车间,L005,M006,夜班,14213.4,13.8,31.5,273.33
E001707,2026-04-17,焊装车间,L006,M006,白班,14142.0,16.9,37.2,257.13
E001708,2026-04-17,焊装车间,L006,M006,夜班,14020.7,13.7,29.5,264.54
E001709,2026-04-17,总装车间,L007,M008,白班,9899.4,11.5,37.1,206.24
E001710,2026-04-17,总装车间,L007,M007,夜班,9055.9,14.5,43.0,210.6
E001711,2026-04-17,检测车间,L008,M005,白班,16852.0,23.4,80.8,210.65
E001712,2026-04-17,检测车间,L008,M004,夜班,10644.8,16.8,38.4,152.07
E001713,2026-04-18,总装车间,L001,M002,白班,8690.2,14.4,57.1,119.04
E001714,2026-04-18,总装车间,L001,M002,夜班,9647.5,19.7,50.1,119.1
E001715,2026-04-18,焊装车间,L002,M004,白班,11635.0,18.5,57.3,163.87
E001716,2026-04-18,焊装车间,L002,M004,夜班,10485.8,16.8,53.0,156.5
E001717,2026-04-18,总装车间,L003,M003,白班,9995.0,22.1,103.9,135.07
E001718,2026-04-18,总装车间,L003,M004,夜班,9413.5,18.1,46.5,165.15
E001719,2026-04-18,涂装车间,L004,M002,白班,7538.3,20.7,40.8,117.79
E001720,2026-04-18,涂装车间,L004,M001,夜班,6157.5,14.6,46.5,118.41
E001721,2026-04-18,总装车间,L005,M006,白班,11885.5,11.4,31.6,276.41
E001722,2026-04-18,总装车间,L005,M006,夜班,10894.7,11.4,35.0,265.72
E001723,2026-04-18,焊装车间,L006,M005,白班,11526.6,13.5,58.9,235.24
E001724,2026-04-18,焊装车间,L006,M006,夜班,14266.3,10.5,24.7,285.33
E001725,2026-04-18,总装车间,L007,M007,白班,8364.7,11.3,61.1,194.53
E001726,2026-04-18,总装车间,L007,M007,夜班,8097.9,12.5,43.5,192.81
E001727,2026-04-18,检测车间,L008,M002,白班,7317.2,15.2,35.5,114.33
E001728,2026-04-18,检测车间,L008,M004,夜班,10493.8,17.1,60.7,139.92
E001729,2026-04-19,总装车间,L001,M002,白班,5809.9,9.5,27.4,111.73
E001730,2026-04-19,总装车间,L001,M002,夜班,5923.2,9.6,43.5,116.14
E001731,2026-04-19,焊装车间,L002,M003,白班,6632.2,9.6,53.4,135.35
E001732,2026-04-19,焊装车间,L002,M003,夜班,8445.8,13.9,62.7,143.15
E001733,2026-04-19,总装车间,L003,M004,白班,7298.0,12.0,27.1,148.94
E001734,2026-04-19,总装车间,L003,M004,夜班,7245.1,10.9,22.4,181.13
E001735,2026-04-19,涂装车间,L004,M001,白班,4930.2,13.8,45.2,114.66
E001736,2026-04-19,涂装车间,L004,M002,夜班,5504.4,13.6,22.2,125.1
E001737,2026-04-19,总装车间,L005,M006,白班,10523.9,11.2,22.0,263.1
E001738,2026-04-19,总装车间,L005,M006,夜班,10900.5,8.0,22.3,286.86
E001739,2026-04-19,焊装车间,L006,M005,白班,9201.1,8.5,58.1,235.93
